applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,local_planner,local_replans,log_violations_timeline,makespan,map_path,map_to_human_model,max_flowtime,max_planning_time_ms,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
7,lacam_official,True,40,20,4,congestion_avoidance,0,790,0,0,0,priority,790,3,0,,fov_safety_sweep,7,308,lacam_official,True,40,random_walk,356,0,154.0,astar,23938,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",978.0,13053.178636007942,341.6721213887213,244.84556962025317,1159.6026624992865,224.353164556962,230.5,ours,lifelong,0,100,50,308.7998426053673,11878.807055938523,20,24246,208e357b040d2307c1bd29813cc9dde5d333e97f5da6031022ab2cedcab13f33,7934,4,2658.5,5317,5,29,0,10.0,0,ok,2000,177239,congestion_avoidance,0.9765142150803461,0.395,2000,809,14999,0,2000,5317,2000,0.074995,692.8853,7065
7,lacam_official,True,40,20,4,congestion_avoidance,0,799,0,0,0,priority,799,2,0,,fov_safety_sweep,7,316,lacam_official,True,40,random_walk,279,0,158.0,astar,25879,True,1991,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",765.0,12541.050530038774,343.9984019078547,243.62327909887358,1259.9929223935667,226.39549436795994,228.0,ours,lifelong,0,100,50,256.3168146007228,11765.509081509663,20,26195,d5ab7e99a736441760c70a359c311522ee1133aae70dcbaf0e11daefc29a2a06,6950,4,2051.5,4103,7,33,0,10.0,0,ok,2000,180890,congestion_avoidance,0.9557416267942583,0.3995,2000,836,15101,0,2000,4103,2000,0.075505,697.431,8151
7,lacam_official,True,40,20,4,congestion_avoidance,0,774,0,0,0,priority,774,9,0,,fov_safety_sweep,7,204,lacam_official,True,40,random_walk,534,0,102.0,astar,16865,True,1991,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",647.0,13458.96002301015,383.8723077662871,187.36434108527132,1984.962269902348,183.69896640826875,171.0,ours,lifelong,0,100,50,522.5763856025878,12178.862626728369,20,17069,6620441ad3280b0c83aa7f5286f0b17fb4654fcb0359996e9e4fb150777dee23,5646,4,3924.5,7849,6,33,0,10.0,0,ok,2000,142183,congestion_avoidance,0.9748110831234257,0.387,2000,794,15720,0,2000,7849,2000,0.0786,776.9482,10074
7,lacam_official,True,40,20,4,congestion_avoidance,0,769,0,0,0,priority,769,4,0,,fov_safety_sweep,7,250,lacam_official,True,40,random_walk,301,0,125.0,astar,22177,True,1993,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",731.0,13746.05606799014,420.1135428152629,219.10533159947985,2108.4117696946487,210.95968790637193,198.0,ours,lifelong,0,100,50,353.2518453779629,12333.050276385618,20,22427,2a0e1b0ba7dfa467ecb47459913686264a31a8b6186a7abcec66551c22789043,6738,4,2273.0,4546,3,43,0,10.0,0,ok,2000,162228,congestion_avoidance,0.9672955974842767,0.3845,2000,795,15261,0,2000,4546,2000,0.076305,848.9004,8523
7,lacam_official,True,40,20,4,congestion_avoidance,0,785,0,0,0,priority,785,1,0,,fov_safety_sweep,7,219,lacam_official,True,40,random_walk,445,0,109.5,astar,23009,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",729.0,14591.493543004617,515.8883934123442,219.97452229299364,3221.5931830469513,209.08407643312103,201.0,ours,lifelong,0,100,50,421.27705393941136,12518.944529467262,20,23228,9b473a6f7c86397437ec09b1a16ed7be36e67242fbf6a0bbd65f7b39004b18e1,6877,4,3306.0,6612,2,58,0,10.0,0,ok,2000,164131,congestion_avoidance,0.9739454094292804,0.3925,2000,806,16533,0,2000,6612,2000,0.082665,1040.7497,9656
7,lacam_official,True,40,20,4,congestion_avoidance,0,776,0,0,0,priority,776,3,0,,fov_safety_sweep,7,261,lacam_official,True,40,random_walk,387,0,130.5,astar,22161,True,1984,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",792.0,12680.130002088845,393.22278961213306,222.13530927835052,1759.5384657687162,213.03865979381445,204.0,ours,lifelong,0,100,50,365.5787644034716,11984.81289402116,20,22422,dc9387832ffed9b8b54bb28b3f11690d8976bdb6ef10a94ccff7b5d6f9832af8,6986,4,2810.0,5620,9,38,0,10.0,0,ok,2000,165318,congestion_avoidance,0.9675810473815462,0.388,2000,802,16856,0,2000,5620,2000,0.08428,795.7696,9870
7,lacam_official,True,40,20,4,congestion_avoidance,0,794,0,0,0,priority,794,4,0,,fov_safety_sweep,7,213,lacam_official,True,40,random_walk,291,0,106.5,astar,24962,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",767.0,13173.74191293493,512.5052871090011,241.4697732997481,3418.7279179732714,225.27959697733,220.0,ours,lifelong,0,100,50,283.98918806924485,12144.073583791032,20,25175,1dde500669174383f7a3af4d14a297782dff967624d043f3c8b2ad108d4c2ef1,6636,4,2064.5,4129,4,61,0,10.0,0,ok,2000,178872,congestion_avoidance,0.9474940334128878,0.397,2000,838,19845,0,2000,4129,2000,0.099225,1034.345,13209
7,lacam_official,True,40,20,4,congestion_avoidance,0,772,0,0,0,priority,772,1,0,,fov_safety_sweep,7,227,lacam_official,True,40,random_walk,400,0,113.5,astar,20853,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",832.0,13097.843708004802,481.98509205528535,207.7940414507772,2749.547554232336,204.15284974093265,188.0,ours,lifelong,0,100,50,399.2372316250112,12437.659443216398,20,21080,8fa3bdb236d48f25ab58375ee7714fc4f0e5f04d1d0d2603e21d9a8639c328de,5455,4,2903.0,5806,8,51,0,10.0,0,ok,2000,157606,congestion_avoidance,0.9759797724399494,0.386,2000,791,14271,0,2000,5806,2000,0.071355,973.3525,8816
7,lacam_official,True,40,20,5,congestion_avoidance,0,734,0,0,0,priority,734,0,0,,fov_safety_sweep,7,269,lacam_official,True,40,random_walk,575,0,134.5,astar,26677,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",894.0,12664.413238991983,485.494603805535,271.0572207084469,2355.247103468494,240.60354223433242,246.0,ours,lifelong,0,100,50,316.9267365767155,11988.963859830983,20,26946,5721fff1b8751fa133aa603ba6f494b680edab11cbace5770f3a9be0231c9aa8,11589,5,4928.5,9857,0,53,0,10.0,0,ok,2000,176603,congestion_avoidance,0.9118012422360249,0.367,2000,805,22461,0,2000,9857,2000,0.112305,980.1354,10872
7,lacam_official,True,40,20,5,congestion_avoidance,0,730,0,0,0,priority,730,0,0,,fov_safety_sweep,7,258,lacam_official,True,40,random_walk,690,0,129.0,astar,28239,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1085.0,12714.997089002281,494.0530305666034,285.6356164383562,2592.0590413774926,249.02876712328768,254.0,ours,lifelong,0,100,50,322.69413598114625,11993.397255102172,20,28497,bcfe35594a71335978eaa26de2a839ad5fdfdb77c55ae20c312552f065ae3782,12920,5,5711.5,11423,1,56,0,10.0,0,ok,2000,181791,congestion_avoidance,0.9311224489795918,0.365,2000,784,24328,0,2000,11423,2000,0.12164,997.1161,11408
7,lacam_official,True,40,20,5,congestion_avoidance,0,731,0,0,0,priority,731,0,0,,fov_safety_sweep,7,270,lacam_official,True,40,random_walk,592,0,135.0,astar,26783,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1060.0,12965.140135027468,458.79731228301534,278.57455540355676,2263.9862154407806,239.59644322845418,245.0,ours,lifelong,0,100,50,269.4540424272418,12002.68707537907,20,27053,e7946713352b69600ae6f32da08044aadd474f536d7907a7b3bab4a0b65a420f,11592,5,5236.0,10472,3,51,0,10.0,0,ok,2000,175145,congestion_avoidance,0.919496855345912,0.3655,2000,795,23765,0,2000,10472,2000,0.118825,926.6682,12173
7,lacam_official,True,40,20,5,congestion_avoidance,0,749,0,0,0,priority,749,0,0,,fov_safety_sweep,7,262,lacam_official,True,40,random_walk,601,0,131.0,astar,27970,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1040.0,12287.921831011772,478.46867297339486,293.7383177570093,2391.0665872288187,240.93190921228305,258.0,ours,lifelong,0,100,50,315.62981373863295,11884.438325813971,20,28232,bda1155bc10968e653d7da12d3b8addd157ab7a6f54b9e738a4cdd295ecdd13d,11588,5,4897.0,9794,2,53,0,10.0,0,ok,2000,180458,congestion_avoidance,0.9292803970223326,0.3745,2000,806,23905,0,2000,9794,2000,0.119525,965.8503,12317
7,lacam_official,True,40,20,5,congestion_avoidance,0,748,0,0,0,priority,748,1,0,,fov_safety_sweep,7,315,lacam_official,True,40,random_walk,784,0,157.5,astar,28339,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1064.0,12705.868931952864,382.94781210285146,350.94117647058823,1412.5768461848595,242.23395721925132,303.5,ours,lifelong,0,100,50,303.261655831011,11728.070825431496,20,28654,7390eaf4dcc796acbe0aef022dbe0c01de4a5414e489da589cac132759c91f73,13548,5,6257.0,12514,5,37,0,10.0,0,ok,2000,181191,congestion_avoidance,0.9245982694684796,0.374,2000,809,22488,0,2000,12514,2000,0.11244,775.2108,8940
8,lacam_official,True,40,20,1,congestion_avoidance,0,790,0,0,0,priority,790,29,0,,fov_safety_sweep,8,113,lacam_official,True,40,random_walk,109,0,56.5,astar,5167,True,1991,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",494.0,12822.309879004024,216.3130166650517,140.4987341772152,1004.1968614621236,139.5746835443038,130.0,ours,lifelong,0,100,50,581.3328530814033,12110.303482576272,20,5280,50f71517264ce44a95e300cf93413ebff6f3220b6b501073beae305e0c986684,610,1,521.5,1043,2,9,0,10.0,0,ok,2000,110264,congestion_avoidance,0.9801488833746899,0.395,2000,806,16730,0,2000,1043,2000,0.08365,442.2353,16120
8,lacam_official,True,40,20,1,congestion_avoidance,0,775,0,0,0,priority,775,26,0,,fov_safety_sweep,8,111,lacam_official,True,40,random_walk,136,0,55.5,astar,5181,True,1979,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",536.0,14560.208529001102,259.819192063238,140.1341935483871,1674.107079865067,139.44774193548386,129.0,ours,lifelong,0,100,50,583.1774495891294,13300.698250997812,20,5292,679763f55202df8ae8a250ca2cc3c3a5583a6197e93fa127b54ef4739857125b,543,1,532.5,1065,1,14,0,10.0,0,ok,2000,108072,congestion_avoidance,0.9885204081632653,0.3875,2000,784,14388,0,2000,1065,2000,0.07194,528.9607,13845
8,lacam_official,True,40,20,1,congestion_avoidance,0,792,0,0,0,priority,792,24,0,,fov_safety_sweep,8,110,lacam_official,True,40,random_walk,128,0,55.0,astar,5954,True,1946,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",578.0,14952.355092973448,326.70555280230474,140.50126262626262,3069.0759702702053,139.82070707070707,128.5,ours,lifelong,0,100,50,596.7290291911921,12780.278050294146,20,6064,3c28db0a788c5a19d4611cfdb23d6a9a4ffb66ce91801dbcd4984d51cbf18d5d,733,1,571.5,1143,0,27,0,10.0,0,ok,2000,110738,congestion_avoidance,0.9838509316770186,0.396,2000,805,14382,0,2000,1143,2000,0.07191,662.595,13649
7,lacam_official,True,40,20,5,congestion_avoidance,0,746,0,0,0,priority,746,3,0,,fov_safety_sweep,7,263,lacam_official,True,40,random_walk,662,0,131.5,astar,24636,True,1992,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1116.0,12410.426242975518,434.755955546163,254.02949061662198,2163.172632798875,231.48123324396784,221.5,ours,lifelong,0,100,50,321.55814087600436,11855.439968337305,20,24899,efdb31d169b46bc0f3925980d8c63b323e8e2a8f05ee27610b7d1794e7d277a3,10460,5,5258.0,10516,6,48,0,10.0,0,ok,2000,172685,congestion_avoidance,0.9395465994962217,0.373,2000,794,22720,0,2000,10516,2000,0.1136,878.2019,12260
7,lacam_official,True,40,20,5,congestion_avoidance,0,751,0,0,0,priority,751,3,0,,fov_safety_sweep,7,236,lacam_official,True,40,random_walk,634,0,118.0,astar,28232,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1271.0,12651.410507969558,521.9894513756735,301.4820239680426,3054.2375234920546,235.814913448735,266.0,ours,lifelong,0,100,50,295.6451865844428,12024.534849799238,20,28468,71d8ed4b74da017f0bd2ad1dbd26dd6fac39a6648983058013ed01071696a28c,12636,5,5594.5,11189,4,61,0,10.0,0,ok,2000,177097,congestion_avoidance,0.89618138424821,0.3755,2000,838,25598,0,2000,11189,2000,0.12799,1053.0826,12962
8,lacam_official,True,40,20,1,congestion_avoidance,0,799,0,0,0,priority,799,27,0,,fov_safety_sweep,8,107,lacam_official,True,40,random_walk,166,0,53.5,astar,5137,True,1969,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",503.0,14664.360694936477,223.51541832310613,146.0738423028786,1407.8539658313896,144.11639549436796,134.0,ours,lifelong,0,100,50,519.1840064479038,12233.772902830966,20,5244,946ead6f9e00fecc19f16521e5f42f00b727de4cf00fd5b250840e768ead2d4c,719,1,544.0,1088,5,12,0,10.0,0,ok,2000,115149,congestion_avoidance,0.9876390605686032,0.3995,2000,809,17011,0,2000,1088,2000,0.085055,456.0652,16292
8,lacam_official,True,40,20,1,congestion_avoidance,0,825,0,0,0,priority,825,21,0,,fov_safety_sweep,8,117,lacam_official,True,40,random_walk,112,0,58.5,astar,6362,True,1967,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",491.0,13656.844691955484,269.00910199736245,143.50181818181818,2072.1638977465927,142.48363636363635,133.0,ours,lifelong,0,100,50,451.82446263497695,12783.714618021622,20,6479,2012f518b09b611057299ad8af643c728441b2f5a3908b28cafbe26701b9d9b3,725,1,481.5,963,4,19,0,10.0,0,ok,2000,117549,congestion_avoidance,0.9844868735083532,0.4125,2000,838,14984,0,2000,963,2000,0.07492,547.0071,14259
8,lacam_official,True,40,20,1,congestion_avoidance,0,783,0,0,0,priority,783,21,0,,fov_safety_sweep,8,106,lacam_official,True,40,random_walk,192,0,53.0,astar,5241,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",581.0,12987.217494053766,235.43548976251623,135.22605363984675,1381.4691406947052,133.7905491698595,126.0,ours,lifelong,0,100,50,600.9764336573425,12113.54272873723,20,5347,52938715bb3d21af4dc65015b42961add5b314df0e299f5891a23cfe86367b8d,699,1,722.5,1445,6,12,0,10.0,0,ok,2000,104758,congestion_avoidance,0.9861460957178841,0.3915,2000,794,15103,0,2000,1445,2000,0.075515,479.9611,14404
8,lacam_official,True,40,20,1,congestion_avoidance,0,784,0,0,0,priority,784,28,0,,fov_safety_sweep,8,108,lacam_official,True,40,random_walk,126,0,54.0,astar,5936,True,1980,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",636.0,14894.462279044092,364.220385204535,138.48979591836735,3659.8451037770483,137.13392857142858,124.0,ours,lifelong,0,100,50,572.6988893235102,13891.244666097917,20,6044,db0824ab2f188f73f9c0f4b4edb284beac5419a391dbcb638124001a424975db,1675,1,532.0,1064,3,30,0,10.0,0,ok,2000,107513,congestion_avoidance,0.9861635220125786,0.392,2000,795,14802,0,2000,1064,2000,0.07401,737.478,13127
7,lacam_official,True,40,20,5,congestion_avoidance,0,776,0,0,0,priority,776,1,0,,fov_safety_sweep,7,249,lacam_official,True,40,random_walk,652,0,124.5,astar,28624,True,1993,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1077.0,12940.307144075632,515.3373682710808,301.1868556701031,2855.986246186492,232.52963917525773,276.0,ours,lifelong,0,100,50,313.5336024221033,12007.511385343969,20,28873,b78a85e62078b44785111a98fc86571299dd7be0d11fc16d0c8a5866ddf638f5,12461,5,5609.5,11219,7,60,0,10.0,0,ok,2000,180443,congestion_avoidance,0.9282296650717703,0.388,2000,836,24058,0,2000,11219,2000,0.12029,1039.6806,11597
7,lacam_official,True,40,20,5,congestion_avoidance,0,751,0,0,0,priority,751,3,0,,fov_safety_sweep,7,276,lacam_official,True,40,random_walk,670,0,138.0,astar,26845,True,1987,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1541.0,12892.195266089402,453.2863691546954,279.8521970705726,2122.183626070973,238.2010652463382,241.0,ours,lifelong,0,100,50,292.65012873802334,11950.28907651431,20,27121,bbd055e0b82c992fbc36cd45ac69202f10eddf00a145cfb256f4542865f0212b,13455,5,5993.0,11986,9,49,0,10.0,0,ok,2000,178889,congestion_avoidance,0.9364089775561097,0.3755,2000,802,25370,0,2000,11986,2000,0.12685,915.6321,11915
8,lacam_official,True,40,20,2,congestion_avoidance,0,767,0,0,0,priority,767,27,0,,fov_safety_sweep,8,118,lacam_official,True,40,random_walk,202,0,59.0,astar,6235,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",669.0,14157.22666401416,209.43606337660458,148.5749674054759,791.9304743369694,147.98305084745763,135.0,ours,lifelong,0,100,50,543.0566868686583,12333.314552740192,20,6353,59d2c2c65e5a1ee76f98b1cb6b2569b0f6bbcd3a73a05be85a5ff0a24aff5c5f,1818,2,1224.0,2448,1,7,0,10.0,0,ok,2000,113503,congestion_avoidance,0.9783163265306123,0.3835,2000,784,16217,0,2000,2448,2000,0.081085,427.9766,14399
8,lacam_official,True,40,20,1,congestion_avoidance,0,826,0,0,0,priority,826,26,0,,fov_safety_sweep,8,109,lacam_official,True,40,random_walk,138,0,54.5,astar,5659,True,1984,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",479.0,14368.495141970925,301.0967085370212,135.05084745762713,2445.2936284237653,134.363196125908,124.0,ours,lifelong,0,100,50,574.5268961472902,12970.878186798654,20,5768,85a1867671f2545aac01392c11cbe850a36f77fdce6dd07e0f27850d2becadae,901,1,587.5,1175,7,21,0,10.0,0,ok,2000,110984,congestion_avoidance,0.9880382775119617,0.413,2000,836,13169,0,2000,1175,2000,0.065845,611.5226,12268
7,lacam_official,True,40,20,5,congestion_avoidance,0,726,0,0,0,priority,726,0,0,,fov_safety_sweep,7,229,lacam_official,True,40,random_walk,648,0,114.5,astar,29234,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",977.0,12719.560808967799,579.3720535677276,304.3539944903581,3610.282915003809,248.4917355371901,283.0,ours,lifelong,0,100,50,332.56368497968646,12075.889814225957,20,29463,ac7cc8133a6c4c5c31407796ab8f8270540c4f3907e20a526b562c27aa7deaba,11560,5,5173.5,10347,8,70,0,10.0,0,ok,2000,180405,congestion_avoidance,0.9178255372945638,0.363,2000,791,24633,0,2000,10347,2000,0.123165,1168.1965,13073
8,lacam_official,True,40,20,1,congestion_avoidance,0,785,0,0,0,priority,785,27,0,,fov_safety_sweep,8,108,lacam_official,True,40,random_walk,155,0,54.0,astar,6131,True,1964,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",566.0,13789.97923701536,311.20209171035094,144.5452229299363,2662.9672009989413,143.65859872611466,133.0,ours,lifelong,0,100,50,605.4099969100207,12832.202699332265,20,6239,f549b2723108984f93ac4f6103ad81a5939c5e47f187fb4dccd1137522854378,977,1,629.0,1258,9,23,0,10.0,0,ok,2000,112772,congestion_avoidance,0.9788029925187033,0.3925,2000,802,16821,0,2000,1258,2000,0.084105,632.1317,15844
8,lacam_official,True,40,20,2,congestion_avoidance,0,795,0,0,0,priority,795,21,0,,fov_safety_sweep,8,121,lacam_official,True,40,random_walk,257,0,60.5,astar,7552,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",478.0,14214.199859998189,282.58961110789096,149.6880503144654,2204.267006945673,148.67169811320755,137.0,ours,lifelong,0,100,50,499.474302836461,12824.13321302738,20,7673,8df59ae407b7525e6fb1337eb99f55ef984d9128c341267ca869002854c61534,1468,2,1620.5,3241,2,21,0,10.0,0,ok,2000,118194,congestion_avoidance,0.9863523573200993,0.3975,2000,806,14896,0,2000,3241,2000,0.07448,573.7952,13428
8,lacam_official,True,40,20,2,congestion_avoidance,0,780,0,0,0,priority,780,26,0,,fov_safety_sweep,8,121,lacam_official,True,40,random_walk,276,0,60.5,astar,6345,True,1975,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",726.0,13747.145797940902,221.2553446915117,145.01153846153846,1061.7245237981854,143.46666666666667,132.0,ours,lifelong,0,100,50,536.194465024164,12348.246476030909,20,6466,869ae924332904ebc5bbc9610690a2f666791590ae5b800040ea4df177a313f6,1564,2,1553.5,3107,6,10,0,10.0,0,ok,2000,111904,congestion_avoidance,0.982367758186398,0.39,2000,794,15640,0,2000,3107,2000,0.0782,451.4399,14076
8,lacam_official,True,40,20,2,congestion_avoidance,0,798,0,0,0,priority,798,15,0,,fov_safety_sweep,8,132,lacam_official,True,40,random_walk,283,0,66.0,astar,7362,True,1963,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",591.0,13421.53714899905,237.7946433025063,153.48621553884712,1236.834582158322,151.32706766917292,141.0,ours,lifelong,0,100,50,498.1715913687367,12279.744436958566,20,7494,b5639df825106f015f998303162707d8fe45e2ea990ce649df96d7a2f3b151f4,1646,2,1603.0,3206,5,13,0,10.0,0,ok,2000,120759,congestion_avoidance,0.9864029666254636,0.399,2000,809,14368,0,2000,3206,2000,0.07184,484.7857,12722
8,lacam_official,True,40,20,1,congestion_avoidance,0,783,0,0,0,priority,783,19,0,,fov_safety_sweep,8,106,lacam_official,True,40,random_walk,178,0,53.0,astar,6194,True,1984,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",511.0,13752.701885998249,364.85796465334715,140.57343550446998,3859.0543397201473,138.7369093231162,129.0,ours,lifelong,0,100,50,587.72670479957,13190.815506823128,20,6300,c96643bfed791d0e2b0dab70ea254659b001a0e7ab847f9987845c2a57b16db2,935,1,638.5,1277,8,32,0,10.0,0,ok,2000,108631,congestion_avoidance,0.9898862199747156,0.3915,2000,791,14632,0,2000,1277,2000,0.07316,738.8814,13697
8,lacam_official,True,40,20,2,congestion_avoidance,0,797,0,0,0,priority,797,12,0,,fov_safety_sweep,8,117,lacam_official,True,40,random_walk,254,0,58.5,astar,7989,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",486.0,13834.060395951383,353.4925716742873,146.79422835633625,3257.4340712625344,145.87954830614805,139.0,ours,lifelong,0,100,50,533.2758777483831,13150.64411642961,20,8106,8c6d454b64230a20b8ad0a670bd8ff8bc9fc620aa138317fe95657830857a924,1760,2,1482.0,2964,0,30,0,10.0,0,ok,2000,116266,congestion_avoidance,0.9900621118012423,0.3985,2000,805,11848,0,2000,2964,2000,0.05924,715.7955,10088
