applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,auction_epsilon,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,lambda_conflict,local_planner,local_replans,log_violations_timeline,makespan,map_path,map_to_human_model,max_flowtime,max_planning_time_ms,max_rounds,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
3,lacam_official,True,40,20,1,congestion_avoidance,0,779,,0,0,0,priority,779,35,0,,allocator_comparison_fov3_safe1,3,115,lacam_official,True,40,random_walk,170,0,57.5,0.5,astar,4826,True,1964,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",696.0,14906.448832014576,5,158.47485319478437,149.18356867779204,502.75152394264614,147.53915275994865,132.0,ours,lifelong,0,100,60,443.6033028061501,43.26415059622374,20,4941,eb2aa2033ef068e1197433ad5277919355feb7b43cd9b24db9e6de0c48bb1c3e,220,1,605.5,1211,1,4,0,10.0,0,ok,2000,114933,congestion_avoidance,0.9786432160804021,0.3895,2000,796,17829,0,2000,1211,2000,0.089145,326.291,17609
3,lacam_official,True,40,20,1,congestion_avoidance,0,789,,0,0,0,priority,789,29,0,,allocator_comparison_fov3_safe1,3,114,lacam_official,True,40,random_walk,169,0,57.0,0.5,astar,4687,True,1993,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1050.0,13848.657150985673,5,187.75580419856124,147.7617237008872,912.9468940173913,146.3510773130545,136.0,ours,lifelong,0,100,60,463.63894824171433,12061.207172344437,20,4801,7461a9a8932aaeb162f027e09371c12f9ab0f7bee0fe4996a7974fc0f4bd615a,395,1,714.0,1428,5,8,0,10.0,0,ok,2000,115471,congestion_avoidance,0.9813432835820896,0.3945,2000,804,16640,0,2000,1428,2000,0.0832,384.6623,16245
3,lacam_official,True,40,20,1,congestion_avoidance,0,794,,0,0,0,priority,794,34,0,,allocator_comparison_fov3_safe1,3,112,lacam_official,True,40,random_walk,185,0,56.0,0.5,astar,5694,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",481.0,13334.174429997802,5,246.25786689401139,147.36272040302268,1905.9286528977932,144.98614609571788,134.0,ours,lifelong,0,100,60,515.2168826665728,12623.755522153806,20,5806,9062706a805db8fa4fd9158eb24a50c464448956545c1a79e2f3ed89703738e5,561,1,745.0,1490,2,17,0,10.0,0,ok,2000,115119,congestion_avoidance,0.9754299754299754,0.397,2000,814,16997,0,2000,1490,2000,0.084985,501.6502,16436
3,lacam_official,True,40,20,1,congestion_avoidance,0,772,,0,0,0,priority,772,33,0,,allocator_comparison_fov3_safe1,3,111,lacam_official,True,40,random_walk,223,0,55.5,0.5,astar,4936,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",584.0,14159.744502976537,5,215.6383133182535,140.0336787564767,1162.9421260283405,139.25647668393782,126.5,ours,lifelong,0,100,60,549.0192567696795,12355.744352564216,20,5047,65213bcb89fb0be7740cafcf759e020bfe51d3c2ccf579388c871bb2d6d9eee7,292,1,877.0,1754,6,10,0,10.0,0,ok,2000,107506,congestion_avoidance,0.9784537389100126,0.386,2000,789,16622,0,2000,1754,2000,0.08311,440.5171,16330
3,lacam_official,True,40,20,1,congestion_avoidance,0,803,,0,0,0,priority,803,34,0,,allocator_comparison_fov3_safe1,3,114,lacam_official,True,40,random_walk,123,0,57.0,0.5,astar,6265,True,1978,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",686.0,14185.234040021896,5,283.45366180641577,152.74470734744708,2574.1157879166535,151.78455790784557,145.0,ours,lifelong,0,100,60,479.96179566252977,12959.903679823035,20,6379,8b51f41bb8519461df6de48f386af3a7d5d0d691ab78cd465fe1072b4195fa4c,447,1,474.0,948,0,23,0,10.0,0,ok,2000,121883,congestion_avoidance,0.9828641370869033,0.4015,2000,817,17107,0,2000,948,2000,0.085535,576.1675,16660
3,lacam_official,True,40,20,1,congestion_avoidance,0,831,,0,0,0,priority,831,19,0,,allocator_comparison_fov3_safe1,3,112,lacam_official,True,40,random_walk,146,0,56.0,0.5,astar,6125,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",666.0,13245.941231027246,5,325.0946352315368,143.74127557160048,3041.1850109002053,142.37304452466907,133.0,ours,lifelong,0,100,60,479.8903275746852,12943.39903134387,20,6237,6127bce74710e3e67e247362fd1aed886c0ecb16d2456e7814c0558a944a19ef,679,1,623.5,1247,4,27,0,10.0,0,ok,2000,118312,congestion_avoidance,0.9822695035460993,0.4155,2000,846,13782,0,2000,1247,2000,0.06891,659.8112,13103
3,lacam_official,True,40,20,1,congestion_avoidance,0,773,,0,0,0,priority,773,30,0,,allocator_comparison_fov3_safe1,3,104,lacam_official,True,40,random_walk,207,0,52.0,0.5,astar,5657,True,1986,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",805.0,14758.14506597817,5,344.6794028838631,141.751617076326,3578.219974791864,141.07891332470894,124.0,ours,lifelong,0,100,60,550.5771317170002,13531.773524696473,20,5761,fe1ff9c1dfcae6d248082215fa4e5077f2252d05589baa484d65746ef5897096,1759,1,795.5,1591,3,29,0,10.0,0,ok,2000,109054,congestion_avoidance,0.97724399494311,0.3865,2000,791,16608,0,2000,1591,2000,0.08304,698.2791,14849
3,lacam_official,True,40,20,1,congestion_avoidance,0,777,,0,0,0,priority,777,24,0,,allocator_comparison_fov3_safe1,3,109,lacam_official,True,40,random_walk,157,0,54.5,0.5,astar,5912,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",595.0,14988.592869136482,5,287.19283746217843,147.75289575289574,2578.371125222141,147.47232947232948,138.0,ours,lifelong,0,100,60,523.1495257117786,13137.514239782467,20,6021,57863b57486bce7b2402a3638be4ab54a0ceff886803ea790cd011fdef2b8be7,634,1,669.5,1339,9,22,0,10.0,0,ok,2000,114586,congestion_avoidance,0.9798234552332913,0.3885,2000,793,17036,0,2000,1339,2000,0.08518,583.4471,16402
3,lacam_official,True,40,20,1,congestion_avoidance,0,790,,0,0,0,priority,790,20,0,,allocator_comparison_fov3_safe1,3,102,lacam_official,True,40,random_walk,201,0,51.0,0.5,astar,5984,True,1977,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",604.0,14554.474252043292,5,294.4436291716993,143.57974683544305,3243.6275269525745,142.07848101265822,130.0,ours,lifelong,0,100,60,469.8798350989815,13211.150653345976,20,6086,1416290a6c58c9ce4440bdfeb90a9c90944fdea0c4b85dca8ba6be820dae7c51,497,1,765.0,1530,8,26,0,10.0,0,ok,2000,112242,congestion_avoidance,0.9875,0.395,2000,800,13604,0,2000,1530,2000,0.06802,596.9999,13107
3,lacam_official,True,40,20,1,congestion_avoidance,0,808,,0,0,0,priority,808,18,0,,allocator_comparison_fov3_safe1,3,105,lacam_official,True,40,random_walk,128,0,52.5,0.5,astar,6648,True,1954,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",472.0,13646.070102928206,5,352.85586564359255,141.9789603960396,3821.687288537976,141.72277227722773,128.5,ours,lifelong,0,100,60,515.6662910245359,13239.745990326628,20,6753,b8f8af46519a16d7609c7b3bca2499b628a0ef3d7bf52e1075404826cc38f426,500,1,654.5,1309,7,32,0,10.0,0,ok,2000,114512,congestion_avoidance,0.9901960784313726,0.404,2000,816,13349,0,2000,1309,2000,0.066745,714.9259,12849
3,lacam_official,True,40,20,1,congestion_avoidance,0,1170,,0,0,0,priority,1170,42,0,,allocator_comparison_fov3_safe1,3,110,lacam_official,True,40,random_walk,272,0,55.0,0.5,astar,8228,True,1975,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",539.0,13003.495022887364,5,390.7829824829241,145.62820512820514,2083.9419558453797,145.15299145299144,130.0,ours,lifelong,0,150,60,753.71703163255,12011.723800655453,20,8338,d1ea25dea4acb9477fbfdf74bbf5b1e0a51680792da1002cb2f418e7100dc442,742,1,1026.0,2052,1,19,0,10.0,0,ok,2000,169829,congestion_avoidance,0.967741935483871,0.585,2000,1209,32751,0,2000,2052,2000,0.10917,795.193,32009
3,lacam_official,True,40,20,1,congestion_avoidance,0,1183,,0,0,0,priority,1183,44,0,,allocator_comparison_fov3_safe1,3,106,lacam_official,True,40,random_walk,233,0,53.0,0.5,astar,8912,True,1985,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",625.0,12818.810335826129,5,445.75402808911167,147.07607776838546,3169.4892992546675,146.1978021978022,135.0,ours,lifelong,0,150,60,815.0248621124773,12449.832488666289,20,9018,3cc844c7fc4c984f573f8750e3d6a75e06eb0e18ec13086a4d3265a7b9035487,967,1,959.5,1919,0,28,0,10.0,0,ok,2000,172952,congestion_avoidance,0.9712643678160919,0.5915,2000,1218,33063,0,2000,1919,2000,0.11021,905.0844,32096
3,lacam_official,True,40,20,1,congestion_avoidance,0,1195,,0,0,0,priority,1195,30,0,,allocator_comparison_fov3_safe1,3,107,lacam_official,True,40,random_walk,255,0,53.5,0.5,astar,9870,True,1968,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",860.0,12901.279089041054,5,461.05308331013657,148.87531380753137,3818.162231956321,147.97071129707112,133.0,ours,lifelong,0,150,60,758.5527115501462,12062.376896152273,20,9977,955139598ae840b8e3ad0a7b90faee498f00f64f0c9c9745853fd7cba88a6cc2,866,1,1000.0,2000,2,35,0,10.0,0,ok,2000,176825,congestion_avoidance,0.9787059787059788,0.5975,2000,1221,31210,0,2000,2000,2000,0.10403333333333334,934.914,30344
3,lacam_official,True,40,20,1,congestion_avoidance,0,1195,,0,0,0,priority,1195,25,0,,allocator_comparison_fov3_safe1,3,113,lacam_official,True,40,random_walk,241,0,56.5,0.5,astar,10336,True,1987,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",613.0,12829.234596109018,5,485.2711278862553,150.43849372384938,4083.348911247356,149.81506276150628,134.0,ours,lifelong,0,150,60,800.5580721888691,12430.758327012882,20,10449,b2284736696de82005b5fedc25b926e7f1e150c9cf549f99eb15763248f669b3,1389,1,1048.0,2096,5,39,0,10.0,0,ok,2000,179029,congestion_avoidance,0.9851607584501236,0.5975,2000,1213,26810,0,2000,2096,2000,0.08936666666666666,983.0482,25421
3,lacam_official,True,40,20,1,congestion_avoidance,0,1224,,0,0,0,priority,1224,12,0,,allocator_comparison_fov3_safe1,3,119,lacam_official,True,40,random_walk,212,0,59.5,0.5,astar,10442,True,1989,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",661.0,15141.465981025249,5,525.4558449365431,149.12418300653596,4175.893036670153,147.95669934640523,137.0,ours,lifelong,0,150,60,819.5716820424423,12804.892741469665,20,10561,523c2283c521e96d5de60ee3d6f1017b507f63c59f32a987ee94c421c391520d,1581,1,944.5,1889,3,40,0,10.0,1,ok,2000,181099,congestion_avoidance,0.9943135662063363,0.612,2000,1231,22708,0,2000,1889,2000,0.07569333333333333,1064.1448,21127
3,lacam_official,True,40,20,1,congestion_avoidance,0,1195,,0,0,0,priority,1195,32,0,,allocator_comparison_fov3_safe1,3,104,lacam_official,True,40,random_walk,272,0,52.0,0.5,astar,10834,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",516.0,12572.544516064227,5,526.1874535072129,146.89456066945607,4997.255066756714,146.41338912133892,136.0,ours,lifelong,0,150,60,741.9048123527317,12405.555375118272,20,10938,bdc9c67f3fa99701264b6d6135c2b47e693ddc8e56cabc7788b8b6c3ad9e8399,1302,1,1111.5,2223,6,44,0,10.0,0,ok,2000,174964,congestion_avoidance,0.9779050736497545,0.5975,2000,1222,29568,0,2000,2223,2000,0.09856,1065.2861,28266
3,lacam_official,True,40,20,1,congestion_avoidance,0,745,,0,0,0,priority,745,8,0,,allocator_comparison_fov3_safe1,3,137,lacam_official,True,40,random_walk,87,0,68.5,0.5,astar,3470,True,1983,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",309.0,15169.937178026885,5,108.2379611163633,68.59194630872483,1183.980833035452,68.46174496644295,63.0,ours,lifelong,0,50,20,104.34284490766004,14260.306862602009,20,3607,ab23a84c9d905f70168d144378d0053e854f23c4b3d345b451dd20fb2ce98f51,183,1,450.5,901,0,6,0,10.0,5,ok,2000,51004,congestion_avoidance,0.9946595460614153,0.3725,2000,749,5970,0,2000,901,2000,0.0597,216.8339,5787
3,lacam_official,True,40,20,1,congestion_avoidance,0,1133,,0,0,0,priority,1133,36,0,,allocator_comparison_fov3_safe1,3,106,lacam_official,True,40,random_walk,246,0,53.0,0.5,astar,9793,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",533.0,12858.412802917883,5,504.98342587891966,151.19240953221535,4439.169503443101,150.2541924095322,140.0,ours,lifelong,0,150,60,800.1275664079002,12425.892717496026,20,9899,af74e255853c3dc9944cb566f282aed68f7f24a3cecfe85113ba17d0c9d02c37,837,1,977.0,1954,8,40,0,10.0,0,ok,2000,170238,congestion_avoidance,0.9860748476936466,0.5665,2000,1149,28528,0,2000,1954,2000,0.09509333333333334,1023.0419,27691
3,lacam_official,True,40,20,1,congestion_avoidance,0,1240,,0,0,0,priority,1240,17,0,,allocator_comparison_fov3_safe1,3,108,lacam_official,True,40,random_walk,247,0,54.0,0.5,astar,14102,True,1990,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",492.0,12875.111899804324,5,633.5726320720278,156.5,6769.447046467879,155.24435483870968,146.0,ours,lifelong,0,150,60,738.3371269912459,12305.583602737168,20,14210,fb7cda467419dfd822f6d74d7323d247a5660d83e2313289238f1e2379569ce5,1582,1,1019.5000000000001,2039,4,63,0,10.0,0,ok,2000,192503,congestion_avoidance,0.9779179810725552,0.62,2000,1268,28296,0,2000,2039,2000,0.09432,1280.4764,26714
3,lacam_official,True,40,20,1,congestion_avoidance,0,728,,0,0,0,priority,728,8,0,,allocator_comparison_fov3_safe1,3,129,lacam_official,True,40,random_walk,76,0,64.5,0.5,astar,3418,True,1981,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",351.0,15155.246037989855,5,143.12881348642986,66.10302197802197,1797.9364063475252,65.47115384615384,61.0,ours,lifelong,0,50,20,103.60735150752588,14629.124791175127,20,3547,e69eb33d2a5afa3a6937c2e58747be4dddda8a3cc7e0c8569b69a1f06bc9104b,281,1,423.0,846,1,13,0,10.0,3,ok,2000,47663,congestion_avoidance,0.9958960328317373,0.364,2000,731,6464,0,2000,846,2000,0.06464,286.5872,6183
3,lacam_official,True,40,20,1,congestion_avoidance,0,1182,,0,0,0,priority,1182,30,0,,allocator_comparison_fov3_safe1,3,103,lacam_official,True,40,random_walk,179,0,51.5,0.5,astar,12564,True,1992,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",566.0,12704.540848033503,5,563.9955572180916,163.72419627749576,5700.825962963631,160.27749576988157,152.5,ours,lifelong,0,150,60,821.98970944155,12146.527172694914,20,12667,734d6a22d77eea37f16208295bf43137961b22a114e32aac48d8ad931f3610a3,1576,1,825.5,1651,9,51,0,10.0,0,ok,2000,189448,congestion_avoidance,0.9882943143812709,0.591,2000,1196,31725,0,2000,1651,2000,0.10575,1141.76,30149
