metric,condition,n,iqr_hi,iqr_lo,kurtosis,max,mean,median,min,skew,std
throughput,priority,30,1.0088333333333332,0.21266666666666667,-1.4957848612006555,1.0506666666666666,0.6152222222222222,0.6086666666666667,0.20133333333333334,0.022501275529084618,0.3391139721084677
throughput,token,30,1.0046666666666666,0.21183333333333332,-1.495160415091979,1.0573333333333332,0.6147333333333334,0.6083333333333334,0.20333333333333334,0.020857309634298726,0.3381257944516556
violations_exogenous_attributable,priority,30,3440.0,777.0,-1.4165379726626928,3986.0,2220.8,2304.5,481.0,-0.05660197951479596,1250.3210732475463
violations_exogenous_attributable,token,30,3396.5,772.0,-1.3350014069156122,4172.0,2211.5333333333333,2397.0,296.0,-0.06270121033806526,1255.8376167085576
wait_fraction,priority,30,0.06992733333333333,0.03413666666666667,-1.2056697519919235,0.086504,0.05458275555555556,0.05986888888888889,0.023386666666666667,-0.36602477759145735,0.01877168349101274
wait_fraction,token,30,0.06789933333333333,0.03121,-1.3038610738831455,0.07849333333333333,0.05242885925925925,0.05822666666666666,0.020773333333333335,-0.3391128125401104,0.0193408946182501
