applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,lambda_conflict,local_planner,local_replans,log_violations_timeline,makespan,map_path,map_to_human_model,max_flowtime,max_planning_time_ms,max_rounds,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
3,lacam_official,True,40,20,1,congestion_avoidance,0,614,0,0,0,priority,614,15,0,,scaling_agents_fov3_safe1,3,173,lacam_official,True,40,random_walk,148,0,86.5,0.5,astar,6386,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",681.0,13758.312220918015,5,115.34118462027982,163.50162866449512,255.32069551419315,161.85667752442995,154.5,ours,lifelong,0,75,100,353.8189426995814,35.676015261560686,20,6559,9e8264ed204beeb64a9f19003f3196c727acf6eb7c2de5ca596a3f4fea847b75,332,1,579.5,1159,7,3,0,10.0,0,ok,2000,99380,congestion_avoidance,0.9777070063694268,0.307,2000,628,7925,0,2000,1159,2000,0.052833333333333336,238.2573,7593
3,lacam_official,True,40,20,1,congestion_avoidance,0,413,0,0,0,priority,413,5,0,,scaling_agents_fov3_safe1,3,165,lacam_official,True,40,random_walk,108,0,82.5,0.5,astar,4994,True,1988,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",525.0,15137.647775933146,5,196.313647506875,170.409200968523,1757.3260024810832,168.7772397094431,165.0,ours,lifelong,0,50,100,200.64764543203634,14478.201329289004,20,5159,5da843a7bea196c69630eba12f042c74c54f018f6943e92a632bb90d64804994,356,1,423.0,846,4,17,0,10.0,3,ok,2000,69705,congestion_avoidance,0.9904076738609112,0.2065,2000,417,3852,0,2000,846,2000,0.03852,397.7525,3496
3,lacam_official,True,40,20,1,congestion_avoidance,0,592,0,0,0,priority,592,15,0,,scaling_agents_fov3_safe1,3,159,lacam_official,True,40,random_walk,172,0,79.5,0.5,astar,6024,True,1992,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",701.0,15097.59010700509,5,132.52187928685453,158.9560810810811,529.2823336163314,156.9206081081081,146.0,ours,lifelong,0,75,100,352.1752906730398,42.404711595736416,20,6183,9d334c1f8e3aa99ad52d8434393626e38edc44dc5c9424fce7ed5401686182fe,571,1,774.0,1548,8,5,0,10.0,1,ok,2000,92897,congestion_avoidance,0.976897689768977,0.296,2000,606,7826,0,2000,1548,2000,0.052173333333333335,271.826,7255
3,lacam_official,True,40,20,1,congestion_avoidance,0,568,0,0,0,priority,568,14,0,,scaling_agents_fov3_safe1,3,162,lacam_official,True,40,random_walk,206,0,81.0,0.5,astar,6535,True,1992,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",682.0,14580.427575856447,5,186.89668865513522,162.3450704225352,1178.9265419543365,161.24647887323943,151.5,ours,lifelong,0,75,100,346.6785945463925,13397.465276590077,20,6697,5f3fbf4364f3048fec99878a45afce6b95f391747329409f2d03f6b2ddafab0a,803,1,739.5,1479,1,14,0,10.0,0,ok,2000,91588,congestion_avoidance,0.9759450171821306,0.284,2000,582,8034,0,2000,1479,2000,0.05356,380.5482,7231
3,lacam_official,True,40,20,1,congestion_avoidance,0,600,0,0,0,priority,600,13,0,,scaling_agents_fov3_safe1,3,152,lacam_official,True,40,random_walk,168,0,76.0,0.5,astar,6711,True,1969,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",548.0,14074.899991974235,5,211.35065193800256,161.165,1580.4912473969653,160.72,150.5,ours,lifelong,0,75,100,350.3285198006778,13106.44942765357,20,6863,365417fc65b27f1c4bda52262eb0581b23efce4e8beac69b2f0af38197b6fba0,574,1,635.0,1270,3,18,0,10.0,0,ok,2000,96432,congestion_avoidance,0.9771986970684039,0.3,2000,614,8493,0,2000,1270,2000,0.05662,429.8813,7919
3,lacam_official,True,40,20,1,congestion_avoidance,0,608,0,0,0,priority,608,9,0,,scaling_agents_fov3_safe1,3,158,lacam_official,True,40,random_walk,144,0,79.0,0.5,astar,6972,True,1988,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",495.0,15134.613656904548,5,222.20344889268745,159.66447368421052,1723.6228210975335,158.54111842105263,154.0,ours,lifelong,0,75,100,292.9804407875053,13445.991592097562,20,7130,7b2eb8171cbaa22c06e606fd7ba7c9349cce330201241386da7de8ecf1742bb8,576,1,668.5,1337,4,19,0,10.0,1,ok,2000,96393,congestion_avoidance,0.9743589743589743,0.304,2000,624,7398,0,2000,1337,2000,0.04932,451.1781,6822
3,lacam_official,True,40,20,1,congestion_avoidance,0,580,0,0,0,priority,580,14,0,,scaling_agents_fov3_safe1,3,134,lacam_official,True,40,random_walk,201,0,67.0,0.5,astar,5830,True,1994,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",558.0,14690.317294793203,5,204.33459683449473,154.99310344827586,1760.890859549295,154.33275862068965,145.5,ours,lifelong,0,75,100,335.42636325582856,12979.622637026478,20,5964,5407c49fd25c111e1c1ea476e16dc70ece1fe3ba6a161d76a25454308fd86827,388,1,741.5,1483,6,18,0,10.0,0,ok,2000,89513,congestion_avoidance,0.9797297297297297,0.29,2000,592,7154,0,2000,1483,2000,0.04769333333333333,415.5463,6766
3,lacam_official,True,40,20,1,congestion_avoidance,0,619,0,0,0,priority,619,9,0,,scaling_agents_fov3_safe1,3,155,lacam_official,True,40,random_walk,197,0,77.5,0.5,astar,6765,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",533.0,14561.6967510432,5,237.43896941829007,156.24555735056543,1888.3977614102826,155.21809369951535,141.0,ours,lifelong,0,75,100,345.15029310714453,13313.03295360412,20,6920,8f825a7561e7b88525dc1dfe8272c7969e6894ca7daabdfd5430938d8b1349d8,458,1,831.0,1662,5,22,0,10.0,0,ok,2000,96080,congestion_avoidance,0.9794303797468354,0.3095,2000,632,7142,0,2000,1662,2000,0.047613333333333334,482.2254,6684
3,lacam_official,True,40,20,1,congestion_avoidance,0,597,0,0,0,priority,597,14,0,,scaling_agents_fov3_safe1,3,158,lacam_official,True,40,random_walk,174,0,79.0,0.5,astar,7083,True,1984,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",576.0,13867.590751033276,5,206.31735083891544,165.95812395309883,1394.9666949154077,165.892797319933,161.0,ours,lifelong,0,75,100,343.512795411516,12614.870727132075,20,7241,94643bde0de12f7527954131447f1c460248524ddf169b3c7f562afdf5093441,588,1,649.5,1299,9,17,0,10.0,0,ok,2000,99038,congestion_avoidance,0.9802955665024631,0.2985,2000,609,9501,0,2000,1299,2000,0.06334,419.9321,8913
3,lacam_official,True,40,20,1,congestion_avoidance,0,580,0,0,0,priority,580,5,0,,scaling_agents_fov3_safe1,3,141,lacam_official,True,40,random_walk,213,0,70.5,0.5,astar,6728,True,1983,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",687.0,15143.022660864517,5,270.99326657049824,160.83275862068965,2587.7422556637766,160.36896551724138,144.0,ours,lifelong,0,75,100,377.88657408673316,13979.65388209559,20,6869,c435217abe707c6de18f3db34c3e51fd53a9620c9608aab26aed7a3f7e79bed2,637,1,890.5,1781,0,25,0,10.0,2,ok,2000,93014,congestion_avoidance,0.9948542024013722,0.29,2000,583,6737,0,2000,1781,2000,0.04491333333333333,548.7151,6100
