applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,auction_epsilon,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_no_progress_steps,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,lambda_conflict,local_planner,local_replans,log_violations_timeline,makespan,map_path,map_to_human_model,max_flowtime,max_global_no_progress_streak,max_planning_time_ms,max_rounds,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
4,lacam_official,True,40,20,2,congestion_avoidance,0,386,,0,0,0,priority,386,7,0,,allocator_comparison_fov4_safe2,4,0,147,lacam_official,True,40,random_walk,157,0,73.5,0.5,astar,3373,True,1993,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",663.0,0,64.61864896118641,5,78.67829607555177,160.9740932642487,25.30530778228679,157.43264248704662,148.5,ours,lifelong,0,50,60,324.95786764193326,41.071447101421654,20,3520,875366465f6c5c3facc278cd0d3e436351439ff873b0b7928d84535ad6f1be8f,528,2,960.5,1921,0,0,0,10.0,0,ok,2000,60769,congestion_avoidance,0.9772151898734177,0.193,2000,395,5238,0,2000,1921,2000,0.05238,163.5017,4710
4,lacam_official,True,40,20,2,congestion_avoidance,0,422,,0,0,0,priority,422,7,0,,allocator_comparison_fov4_safe2,4,0,168,lacam_official,True,40,random_walk,108,0,84.0,0.5,astar,4087,True,1990,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",604.0,0,13977.55246097222,5,82.19152024085633,166.83649289099526,110.60383413513634,163.33175355450237,154.5,ours,lifelong,0,50,60,294.1722067538648,42.409079638309784,20,4255,427e4136fee6aaa7beeb3f4521e31a670bd62d16bf333ae6117b476eb1f66e5f,592,2,691.5,1383,5,1,0,10.0,0,ok,2000,68926,congestion_avoidance,0.9791183294663574,0.211,2000,431,3583,0,2000,1383,2000,0.03583,171.0084,2991
4,lacam_official,True,40,20,2,congestion_avoidance,0,399,,0,0,0,priority,399,7,0,,allocator_comparison_fov4_safe2,4,0,143,lacam_official,True,40,random_walk,161,0,71.5,0.5,astar,3289,True,1991,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",496.0,0,15119.23298612237,5,83.73036862909794,152.3659147869674,131.01124563873128,151.48872180451127,143.0,ours,lifelong,0,50,60,353.71127156540746,41.470024851150825,20,3432,09fd4d17ab0a69882968f652438bcc05bd04dc41573c0c7d1665a965dabb4419,348,2,861.5,1723,6,0,0,10.0,1,ok,2000,60444,congestion_avoidance,0.9900744416873449,0.1995,2000,403,3798,0,2000,1723,2000,0.03798,173.8703,3450
4,lacam_official,True,40,20,2,congestion_avoidance,0,391,,0,0,0,priority,391,8,0,,allocator_comparison_fov4_safe2,4,0,125,lacam_official,True,40,random_walk,191,0,62.5,0.5,astar,2905,True,1970,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",452.0,0,15119.691020110622,5,107.78460522729438,146.17902813299233,495.44782997108996,145.38618925831202,133.0,ours,lifelong,0,50,60,346.9414339051582,35.74462477117777,20,3030,e98ea90a5b70b9a0c6d13bc1ffa6830328c29aee55edd51db571e3ed4c5e8e6d,397,2,1163.5,2327,1,2,0,10.0,2,ok,2000,56846,congestion_avoidance,0.9923857868020305,0.1955,2000,394,4556,0,2000,2327,2000,0.04556,221.7293,4159
4,lacam_official,True,40,20,2,congestion_avoidance,0,431,,0,0,0,priority,431,4,0,,allocator_comparison_fov4_safe2,4,39,167,lacam_official,True,40,random_walk,94,0,83.5,0.5,astar,4224,True,1960,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",472.0,39,14914.627011865377,5,109.5022226915462,159.1925754060325,438.0167245761698,156.169373549884,149.0,ours,lifelong,0,50,60,314.6067357971333,61.74636008217925,20,4391,4368f09ae65864225830d236cf3a0cc70ddfc9974a46bec39052c5c3bb76d304,471,2,619.0,1238,2,5,0,10.0,0,ok,2000,67309,congestion_avoidance,0.9953810623556582,0.2155,2000,433,3092,0,2000,1238,2000,0.03092,225.282,2621
4,lacam_official,True,40,20,2,congestion_avoidance,0,406,,0,0,0,priority,406,12,0,,allocator_comparison_fov4_safe2,4,6,124,lacam_official,True,40,random_walk,161,0,62.0,0.5,astar,2993,True,1982,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",563.0,2,15115.027293097228,5,120.4936925356742,150.9655172413793,741.0664550881202,150.55418719211823,142.0,ours,lifelong,0,50,60,311.01280708098784,77.93528154725185,20,3117,cc7322ccd9f0b2d275f3dfcda62ed165133852173b6b60ef924aa51bff81ef22,385,2,931.0,1862,9,2,0,10.0,4,ok,2000,61125,congestion_avoidance,0.9806763285024155,0.203,2000,414,5011,0,2000,1862,2000,0.05011,247.8231,4626
4,lacam_official,True,40,20,2,congestion_avoidance,0,393,,0,0,0,priority,393,7,0,,allocator_comparison_fov4_safe2,4,0,142,lacam_official,True,40,random_walk,168,0,71.0,0.5,astar,3823,True,1988,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",662.0,0,15110.137475887313,5,141.86888400907628,162.79898218829516,999.8944359946288,162.5623409669211,148.0,ours,lifelong,0,50,60,309.5690559479408,13084.127556800375,20,3965,3486d4d889336e0d1a9e3a769427d04186becd5b7b4084e6f951a58c9700e3e1,470,2,1008.0,2016,3,9,0,10.0,1,ok,2000,63887,congestion_avoidance,0.9825,0.1965,2000,400,5593,0,2000,2016,2000,0.05593,290.0821,5123
4,lacam_official,True,40,20,2,congestion_avoidance,0,408,,0,0,0,priority,408,7,0,,allocator_comparison_fov4_safe2,4,0,143,lacam_official,True,40,random_walk,135,0,71.5,0.5,astar,3796,True,1980,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",621.0,0,15152.34643011354,5,163.2892254848266,154.3357843137255,1233.9375457169579,153.87745098039215,145.0,ours,lifelong,0,50,60,331.35444873478264,14304.324186500162,20,3939,e3fc6d33220d52a024c7e38c40e40cd12a9920866be732cfe7385003e2911429,411,2,774.0,1548,7,9,0,10.0,3,ok,2000,62782,congestion_avoidance,0.9878934624697336,0.204,2000,413,3610,0,2000,1548,2000,0.0361,332.8418,3199
4,lacam_official,True,40,20,2,congestion_avoidance,0,402,,0,0,0,priority,402,5,0,,allocator_comparison_fov4_safe2,4,0,157,lacam_official,True,40,random_walk,138,0,78.5,0.5,astar,4407,True,1992,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",458.0,0,15143.215254880488,5,164.66686514613684,155.78358208955223,1150.4297168646601,155.0174129353234,142.5,ours,lifelong,0,50,60,323.4579793410375,14852.951107919213,20,4564,def1d855733312d45219aba57a1bd5659dee8ab40cbf79261bcf0a2d3465c2a2,585,2,799.5,1599,8,4,0,10.0,8,ok,2000,62317,congestion_avoidance,0.9828850855745721,0.201,2000,409,3838,0,2000,1599,2000,0.03838,335.7712,3253
4,lacam_official,True,40,20,2,congestion_avoidance,0,398,,0,0,0,priority,398,5,0,,allocator_comparison_fov4_safe2,4,0,133,lacam_official,True,40,random_walk,141,0,66.5,0.5,astar,3822,True,1985,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",517.0,0,15140.19665797241,5,182.65199213009328,159.0075376884422,1621.2973386693493,158.70854271356785,148.0,ours,lifelong,0,50,60,316.174764255993,14095.900606410572,20,3955,9e056cf3bceb23e98938bafe0754fb0b4c077d7c4d7e9dadfa2e423d899f4030,534,2,751.0,1502,4,12,0,10.0,3,ok,2000,63166,congestion_avoidance,0.9875930521091811,0.199,2000,403,3040,0,2000,1502,2000,0.0304,371.4226,2506
4,lacam_official,True,40,20,2,congestion_avoidance,0,790,,0,0,0,priority,790,21,0,,allocator_comparison_fov4_safe2,4,0,135,lacam_official,True,40,random_walk,288,0,67.5,0.5,astar,7669,True,1987,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",665.0,0,13286.899404134601,5,323.4335136679001,160.77088607594936,1673.035457994168,158.65949367088606,148.0,ours,lifelong,0,100,60,677.3357829079031,12341.834753844887,20,7804,fda5723f4b281856d93a6c8f0e370f4112d951573266c7d4714ba4de03e4d3f5,931,2,1660.5,3321,5,18,0,10.0,0,ok,2000,125341,congestion_avoidance,0.9825870646766169,0.395,2000,804,15152,0,2000,3321,2000,0.07576,659.5921,14221
4,lacam_official,True,40,20,2,congestion_avoidance,0,799,,0,0,0,priority,799,21,0,,allocator_comparison_fov4_safe2,4,0,122,lacam_official,True,40,random_walk,365,0,61.0,0.5,astar,7753,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",684.0,0,13495.513756060973,5,338.83263048669323,156.71964956195245,2067.024833761293,153.9549436795995,142.0,ours,lifelong,0,100,60,707.7550503658128,12242.777289403602,20,7875,00e4510692684c097c06c83b68016549c54595c5eee40af5cb54c06a3581d55b,1102,2,1989.0,3978,2,20,0,10.0,0,ok,2000,123010,congestion_avoidance,0.9815724815724816,0.3995,2000,814,15821,0,2000,3978,2000,0.079105,690.8911,14719
