applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,auction_epsilon,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_no_progress_steps,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,lambda_conflict,local_planner,local_replans,log_violations_timeline,makespan,map_path,map_to_human_model,max_flowtime,max_global_no_progress_streak,max_planning_time_ms,max_rounds,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
4,lacam_official,True,40,20,2,congestion_avoidance,0,781,,0,0,0,priority,781,14,0,,allocator_comparison_fov4_safe2,4,0,127,lacam_official,True,40,random_walk,300,0,63.5,0.5,astar,7693,True,1991,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",567.0,0,14014.315249864012,5,366.9024516295176,151.92317541613318,2235.240752687751,150.02560819462227,138.0,ours,lifelong,0,100,60,766.1976132192649,13278.371016727757,20,7820,a7345cd4c2992f03791ee7ff76788808831384a4862a9ea5c2dae7d9a244d8ff,1087,2,1783.5,3567,1,22,0,10.0,0,ok,2000,117170,congestion_avoidance,0.9811557788944724,0.3905,2000,796,11773,0,2000,3567,2000,0.058865,746.7215,10686
4,lacam_official,True,40,20,2,congestion_avoidance,0,805,,0,0,0,priority,805,17,0,,allocator_comparison_fov4_safe2,4,0,121,lacam_official,True,40,random_walk,317,0,60.5,0.5,astar,7845,True,1993,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",727.0,0,13431.56162602827,5,401.65806378039997,151.16273291925467,2799.4738269909017,150.0534161490683,140.0,ours,lifelong,0,100,60,747.1249448601155,12802.419509971514,20,7966,be398431bfc07b808a521c8c4b813e6c78fbd60690f2aef2be73f720aa6d6c97,1224,2,1847.0,3694,0,27,0,10.0,0,ok,2000,120793,congestion_avoidance,0.98531211750306,0.4025,2000,817,12724,0,2000,3694,2000,0.06362,815.7394,11500
4,lacam_official,True,40,20,2,congestion_avoidance,0,772,,0,0,0,priority,772,22,0,,allocator_comparison_fov4_safe2,4,0,115,lacam_official,True,40,random_walk,378,0,57.5,0.5,astar,6751,True,1981,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",566.0,0,13883.194528054446,5,333.4652643810259,146.13082901554404,1667.2172591738079,145.14378238341968,134.5,ours,lifelong,0,100,60,772.4654304562137,12630.019089533016,20,6866,c819d011e12df18a15b3ff32973ad019e06665b5becee1836d418f5015ea0e70,1243,2,2415.5,4831,6,15,0,10.0,0,ok,2000,112051,congestion_avoidance,0.9784537389100126,0.386,2000,789,14661,0,2000,4831,2000,0.073305,678.4698,13418
4,lacam_official,True,40,20,2,congestion_avoidance,0,833,,0,0,0,priority,833,14,0,,allocator_comparison_fov4_safe2,4,0,134,lacam_official,True,40,random_walk,352,0,67.0,0.5,astar,8535,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",556.0,0,13282.070104964077,5,444.28443020163104,153.8031212484994,3098.000896158072,152.29291716686674,144.0,ours,lifelong,0,100,60,660.935186757706,12826.49634545669,20,8669,80f96c9a674d129d3b4fc27458ac3aae8dc01fbea1f1deab13d51e32625a3bbc,1539,2,1924.0,3848,4,33,0,10.0,0,ok,2000,126860,congestion_avoidance,0.9846335697399528,0.4165,2000,846,12539,0,2000,3848,2000,0.062695,901.2279,11000
4,lacam_official,True,40,20,2,congestion_avoidance,0,772,,0,0,0,priority,772,15,0,,allocator_comparison_fov4_safe2,4,0,120,lacam_official,True,40,random_walk,396,0,60.0,0.5,astar,7556,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",556.0,0,13916.21943213977,5,462.0852843640605,148.75906735751295,3413.1318598112557,148.22150259067357,135.0,ours,lifelong,0,100,60,835.5147294234484,13364.370548224542,20,7676,9e37d719606ff45ddbd9539804e049ba31fa280670d8ce89b533d57cc504f4bb,2245,2,2660.0,5320,3,32,0,10.0,0,ok,2000,114427,congestion_avoidance,0.9759797724399494,0.386,2000,791,13815,0,2000,5320,2000,0.069075,937.0405,11570
4,lacam_official,True,40,20,2,congestion_avoidance,0,805,,0,0,0,priority,805,15,0,,allocator_comparison_fov4_safe2,4,0,121,lacam_official,True,40,random_walk,263,0,60.5,0.5,astar,8874,True,1991,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",567.0,0,12928.946964908391,5,419.2293021477526,157.48695652173913,3183.942285452946,157.19751552795032,147.0,ours,lifelong,0,100,60,674.4923680089414,12736.318407813087,20,8995,28ca14ceba4c2343872da8bb675c73be0c0b35f62fa56dfbe8a410958b757f80,1290,2,1645.0,3290,7,31,0,10.0,0,ok,2000,126544,congestion_avoidance,0.9865196078431373,0.4025,2000,816,14063,0,2000,3290,2000,0.070315,850.7024,12773
4,lacam_official,True,40,20,2,congestion_avoidance,0,789,,0,0,0,priority,789,17,0,,allocator_comparison_fov4_safe2,4,0,122,lacam_official,True,40,random_walk,232,0,61.0,0.5,astar,8994,True,1992,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",526.0,0,13231.186273973435,5,425.3528313956922,162.79214195183778,3443.6958908412576,160.76932826362483,155.0,ours,lifelong,0,100,60,683.0184827093035,12676.035484333988,20,9116,c1d3b9ba04e35370080818192479f627a08951bab976bb584cd10e8de9e06fe1,1063,2,1506.5,3013,8,34,0,10.0,0,ok,2000,126847,congestion_avoidance,0.98625,0.3945,2000,800,15701,0,2000,3013,2000,0.078505,862.6403,14638
4,lacam_official,True,40,20,2,congestion_avoidance,0,778,,0,0,0,priority,778,18,0,,allocator_comparison_fov4_safe2,4,0,122,lacam_official,True,40,random_walk,298,0,61.0,0.5,astar,8287,True,1980,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",627.0,0,13715.769555885345,5,416.4001925382763,154.46786632390746,3023.632692944136,154.23136246786632,145.0,ours,lifelong,0,100,60,774.8646809137425,13019.527752150316,20,8409,8dc2caf533366407bf0198c4ff467fe491d24a4980703060b24997acf82e90d7,1447,2,2085.0,4170,9,29,0,10.0,0,ok,2000,119992,congestion_avoidance,0.9810844892812106,0.389,2000,793,13889,0,2000,4170,2000,0.069445,845.3721,12442
4,lacam_official,True,40,20,2,congestion_avoidance,0,1184,,0,0,0,priority,1184,39,0,,allocator_comparison_fov4_safe2,4,0,121,lacam_official,True,40,random_walk,530,0,60.5,0.5,astar,11078,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",509.0,0,12429.628249024972,5,602.710423422046,150.61908783783784,2772.9796756497653,150.1545608108108,135.0,ours,lifelong,0,150,60,1190.8335897838695,11988.437446998432,20,11199,19f20c3220c6a36ae2cb85fdd2a111c01f314ceedda37f518a8a73c62eaf9410,1921,2,3235.5,6471,1,28,0,10.0,0,ok,2000,177783,congestion_avoidance,0.9793217535153019,0.592,2000,1209,28050,0,2000,6471,2000,0.0935,1223.9351,26129
4,lacam_official,True,40,20,2,congestion_avoidance,0,1191,,0,0,0,priority,1191,27,0,,allocator_comparison_fov4_safe2,4,0,122,lacam_official,True,40,random_walk,420,0,61.0,0.5,astar,13579,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",621.0,0,12531.180795980617,5,657.8565852439497,158.9101595298069,3825.2465301479565,157.575986565911,148.0,ours,lifelong,0,150,60,1097.9755825945176,11891.487467719708,20,13701,d5d0ae9b76828c952c4521916b6d58b705f00e7a3452319d52379f547e083ce8,2455,2,2572.5,5145,0,40,0,10.0,0,ok,2000,187673,congestion_avoidance,0.9778325123152709,0.5955,2000,1218,27882,0,2000,5145,2000,0.09294,1333.0382,25427
4,lacam_official,True,40,20,2,congestion_avoidance,0,1190,,0,0,0,priority,1190,28,0,,allocator_comparison_fov4_safe2,4,0,110,lacam_official,True,40,random_walk,481,0,55.0,0.5,astar,13906,True,1983,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",559.0,0,12366.087133064866,5,683.3167324126698,160.7453781512605,5035.186815215275,159.44873949579832,146.0,ours,lifelong,0,150,60,1168.6612855643034,12103.477026533801,20,14016,465a601397e1cfccb5c611413abfbebd04d4ccd8cfd24442053151621cf4703f,1949,2,2903.5,5807,2,48,0,10.0,0,ok,2000,189744,congestion_avoidance,0.9746109746109746,0.595,2000,1221,31714,0,2000,5807,2000,0.10571333333333334,1384.882,29765
4,lacam_official,True,40,20,2,congestion_avoidance,0,1195,,0,0,0,priority,1195,15,0,,allocator_comparison_fov4_safe2,4,0,130,lacam_official,True,40,random_walk,482,0,65.0,0.5,astar,14075,True,1994,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",529.0,0,12618.12932882458,5,680.4366152806906,161.23430962343096,4076.6893508306775,160.06276150627616,148.0,ours,lifelong,0,150,60,1174.7734259697606,12063.345753285103,20,14205,27f213ce58e015f2609ed91f5e88ac76304d87df5bf646e4b2f650539b5b3249,2542,2,2965.0,5930,5,45,0,10.0,0,ok,2000,191275,congestion_avoidance,0.9851607584501236,0.5975,2000,1213,25431,0,2000,5930,2000,0.08477,1379.3112,22889
4,lacam_official,True,40,20,2,congestion_avoidance,0,1218,,0,0,0,priority,1218,14,0,,allocator_comparison_fov4_safe2,4,0,136,lacam_official,True,40,random_walk,462,0,68.0,0.5,astar,14658,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",533.0,0,14497.327866964042,5,724.3302449842449,158.26518883415434,4403.006988695672,156.97619047619048,145.0,ours,lifelong,0,150,60,1140.773771784734,12476.023047522176,20,14794,6d55dc2c2e096960c4e7cde4db005b4cd853534c6ca99bf47c65ad3f0570b2da,2622,2,2989.5,5979,3,50,0,10.0,0,ok,2000,191197,congestion_avoidance,0.9894394800974817,0.609,2000,1231,20982,0,2000,5979,2000,0.06994,1466.9837,18360
4,lacam_official,True,40,20,2,congestion_avoidance,0,1241,,0,0,0,priority,1241,14,0,,allocator_comparison_fov4_safe2,4,0,119,lacam_official,True,40,random_walk,470,0,59.5,0.5,astar,15145,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",669.0,0,12160.538477124646,5,759.9593784046592,157.59226430298148,5460.032535699283,156.47864625302176,150.0,ours,lifelong,0,150,60,1095.0369190075435,11973.140240833163,20,15264,c5109d004424f69fdb967523231e2b56c2f8c98a41c762cd3e90fcdfdd8e9800,2743,2,2801.0,5602,4,56,0,10.0,0,ok,2000,194190,congestion_avoidance,0.9787066246056783,0.6205,2000,1268,24079,0,2000,5602,2000,0.08026333333333334,1538.1409,21336
4,lacam_official,True,40,20,2,congestion_avoidance,0,749,,0,0,0,priority,749,4,0,,allocator_comparison_fov4_safe2,4,14,166,lacam_official,True,40,random_walk,119,0,83.0,0.5,astar,5309,True,1970,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",438.0,14,15151.039839955047,5,135.92315389181022,73.52870493991989,1109.624473185907,73.39919893190921,67.0,ours,lifelong,0,50,20,153.38043088559058,13390.036251279525,20,5475,050ca40e3f7d3ab41a017b4e9c1a1958fc6717a20b7884087a2a6ef63186b37c,619,2,1072.5,2145,0,10,0,10.0,3,ok,2000,54976,congestion_avoidance,1.0,0.3745,2000,749,5455,0,2000,2145,2000,0.05455,272.467,4836
4,lacam_official,True,40,20,2,congestion_avoidance,0,1195,,0,0,0,priority,1195,27,0,,allocator_comparison_fov4_safe2,4,0,115,lacam_official,True,40,random_walk,466,0,57.5,0.5,astar,13107,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",571.0,0,12400.112844072282,5,713.8949631217401,151.35648535564854,4566.228763293475,150.53389121338913,136.0,ours,lifelong,0,150,60,1255.0597829627804,12008.702161489055,20,13222,de90c4cd49ecfea8ba2d3614f292f14b89722e9f7dbf475da17134cbac4cedd3,1963,2,2919.0,5838,6,45,0,10.0,0,ok,2000,179888,congestion_avoidance,0.9779050736497545,0.5975,2000,1222,27336,0,2000,5838,2000,0.09112,1445.5165,25373
4,lacam_official,True,40,20,2,congestion_avoidance,0,1123,,0,0,0,priority,1123,24,0,,allocator_comparison_fov4_safe2,4,0,113,lacam_official,True,40,random_walk,437,0,56.5,0.5,astar,13387,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",584.0,0,12372.942849993706,5,706.765483312076,159.48886910062333,4862.642916312969,158.2965271593945,145.0,ours,lifelong,0,150,60,1178.335011238232,12033.686668798327,20,13500,df3d38369343d67cc8c351e76097ff0fa46ba9670e005c55447853ec70d62c6b,1927,2,2964.0,5928,8,47,0,10.0,0,ok,2000,177767,congestion_avoidance,0.9773716275021758,0.5615,2000,1149,26036,0,2000,5928,2000,0.08678666666666666,1432.0753,24109
4,lacam_official,True,40,20,2,congestion_avoidance,0,729,,0,0,0,priority,729,7,0,,allocator_comparison_fov4_safe2,4,96,152,lacam_official,True,40,random_walk,127,0,76.0,0.5,astar,5258,True,1960,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",581.0,54,15145.763867069036,5,185.55688815098256,68.65843621399176,1812.0018818866045,68.09465020576131,62.0,ours,lifelong,0,50,20,166.24711612239477,14834.732495585922,20,5410,cede2a1efa905b976598ed62686e867b04a2143802e05949f3f0c7b3c3b92ec4,935,2,1334.0,2668,1,12,0,10.0,7,ok,2000,49641,congestion_avoidance,0.9972640218878249,0.3645,2000,731,4773,0,2000,2668,2000,0.04773,371.7351,3838
