applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_no_progress_steps,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,lambda_conflict,local_planner,local_replans,log_violations_timeline,makespan,map_path,map_to_human_model,max_flowtime,max_global_no_progress_streak,max_planning_time_ms,max_rounds,mean_assignment_path_overlap,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,n_multiagent_allocation_rounds,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_assignment_path_overlap,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
4,lacam_official,False,40,20,1,congestion_avoidance,0,3082,0,0,0,priority,3082,1,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,619,0,50.0,0.5,astar,78807,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1430.0,0,11000.53997314535,5,0.09854158454867955,1050.5287616787245,335.88221933809217,10655.317777520977,262.85074626865674,305.0,ours,lifelong,1,1335,450,100,1345.67669727788,10899.259194533806,20,78907,c3464771d904e78e8fdc07f590a434fa5cdcfe97eb91995e4239d2cfee019f1f,122,1,3053.5,6107,0,100,0,10.0,0,ok,2000,500.0,810106,congestion_avoidance,0.8642736960179472,1.541,2000,3566,299281,1346,2000,4761,2000,0.33253444444444447,2138.5842,299159
4,lacam_official,False,40,20,1,congestion_avoidance,0,3031,0,0,0,priority,3031,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,742,0,50.0,0.5,astar,82330,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1644.0,0,11002.230003941804,5,0.0727489564698867,1048.4679987410782,373.1913559881227,10653.818909854162,265.8248102936325,342.0,ours,lifelong,4,1615,450,100,1430.2748342621574,10868.945912807249,20,82430,e2d3597cf67d188b101cb34cda6f2433dfab85c253ff9e8373f10495a07f68a0,150,1,3715.0,7430,1,100,0,10.0,0,ok,2000,366.0,805715,congestion_avoidance,0.8163210342041476,1.5155,2000,3713,306713,1629,2000,5801,2000,0.3407922222222222,2134.5893,306563
4,lacam_official,False,40,20,1,congestion_avoidance,0,3089,0,0,0,priority,3089,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,735,0,50.0,0.5,astar,81315,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1539.0,0,11022.794734919444,5,0.0844959717036746,1029.0490708559519,371.76076400129494,10651.979737111833,261.4393007445775,330.0,ours,lifelong,1,1477,450,100,1329.5008638635786,10916.361130343284,20,81415,e915a7f11cf672eb0b17a24b6356a440c3a1dc318ee23e7db97c2ca3a9c98f47,130,1,3641.5,7283,2,100,0,10.0,0,ok,2000,430.0,807586,congestion_avoidance,0.8387184360575618,1.5445,2000,3683,301535,1497,2000,5786,2000,0.3350388888888889,2095.198,301405
4,lacam_official,False,40,20,1,congestion_avoidance,0,3118,0,0,0,priority,3118,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,682,0,50.0,0.5,astar,81582,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1492.0,0,11094.098405912519,5,0.08311842888315811,1005.9017421602039,353.18409236690184,10653.341850023717,258.29826812059014,311.0,ours,lifelong,2,1616,450,100,1337.812288396014,10861.379655636847,20,81682,23ae10d38fd4cd3d6f8b69fbb52044ecfbb4ab5482d7640648bb534763c2562c,159,1,3580.0,7160,5,100,0,10.0,0,ok,2000,419.0,805374,congestion_avoidance,0.8746143057503506,1.559,2000,3565,296019,1639,2000,5521,2000,0.32891,2048.184,295860
4,lacam_official,False,40,20,1,congestion_avoidance,0,3046,0,0,0,priority,3046,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,652,0,50.0,0.5,astar,80356,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1576.0,0,11040.520259877667,5,0.06916369401506144,1054.7092225158121,369.2642810242942,10641.924900999293,263.35883125410373,338.0,ours,lifelong,4,1540,450,100,1371.5163563722335,10862.270963203628,20,80456,0f3f10d1d0d9dbda1694440a2f06f6618dd1c9301513ac3e6880f2c34a1f1f63,153,1,3379.0,6758,3,100,0,10.0,0,ok,2000,349.0,802191,congestion_avoidance,0.8354360943499726,1.523,2000,3646,306535,1561,2000,5197,2000,0.3405944444444444,2146.5091,306382
4,lacam_official,False,40,20,1,congestion_avoidance,0,3070,0,0,0,priority,3070,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,695,0,50.0,0.5,astar,80531,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1602.0,0,11064.967063022777,5,0.17830374753451678,1045.7360891255084,358.47817589576545,10634.705895497464,259.99315960912054,319.0,ours,lifelong,5,1500,450,100,1358.3556599677065,10882.581913575996,20,80631,d99715120c8c8fe68baae57f698075bf97432e743bfe43881ee54e047d6a0648,126,1,3458.5,6917,4,100,0,10.0,0,ok,2000,904.0,798179,congestion_avoidance,0.8313024641213106,1.535,2000,3693,304442,1515,2000,5402,2000,0.3382688888888889,2127.8698,304316
4,lacam_official,False,40,20,1,congestion_avoidance,0,3170,0,0,0,priority,3170,1,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,597,0,50.0,0.5,astar,78802,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1463.0,0,10976.182881044224,5,0.08511472837811336,998.9077019838151,331.41009463722395,10608.294150927104,251.73596214511042,295.0,ours,lifelong,3,1369,450,100,1307.6086335577597,10754.024054668844,20,78902,85a00efadba24569cf033a5d05d069d73ae5106a0c77852af59d84160dff4be2,128,1,3151.5,6303,6,100,0,10.0,0,ok,2000,434.0,798003,congestion_avoidance,0.8773872128425132,1.585,2000,3613,301351,1389,2000,4914,2000,0.33483444444444443,2034.6239,301223
4,lacam_official,False,40,20,1,congestion_avoidance,0,3050,0,0,0,priority,3050,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,690,0,50.0,0.5,astar,79595,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1527.0,0,11023.943224921823,5,0.06891089108910892,1005.8272565365769,365.127868852459,10643.717076620087,264.8629508196721,323.0,ours,lifelong,3,1501,450,100,1368.4579004062905,10873.046682740096,20,79695,86a200d80580258b17e26c9e15aff1dda3fff45cbbe1d8af76a6522843789329,125,1,3530.5,7061,7,100,0,10.0,0,ok,2000,348.0,807832,congestion_avoidance,0.8476931628682601,1.525,2000,3598,305563,1511,2000,5550,2000,0.33951444444444445,2047.9637,305438
4,lacam_official,False,40,20,1,congestion_avoidance,0,3091,0,0,0,priority,3091,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,717,0,50.0,0.5,astar,80401,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1453.0,0,11019.007543101907,5,0.08839127872716558,965.4974926864961,360.5729537366548,10635.409634553362,259.1779359430605,324.0,ours,lifelong,5,1467,450,100,1418.5737444315644,10753.675011300948,20,80501,3c6fc4582a5ed1906346d2abf033d202f382df6556cd391959797184b52b99e9,112,1,3477.0,6954,8,100,0,10.0,0,ok,2000,450.0,801119,congestion_avoidance,0.8185911016949152,1.5455,2000,3776,303437,1485,2000,5469,2000,0.33715222222222224,1964.6641,303325
4,lacam_official,False,40,20,1,congestion_avoidance,0,2966,0,0,0,priority,2966,0,0,,soft_safety_ablation,4,0,100,lacam_official,False,40,random_walk,741,0,50.0,0.5,astar,84162,True,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1640.0,0,10980.320100905374,5,0.10974627466774063,967.7026769426884,386.08664868509777,10668.285674436484,270.7923128792987,346.0,ours,lifelong,1,1673,450,100,1311.48151234906,10807.255321962293,20,84262,88d595c5a7096b6b965cb266839f9afcca4564ce235260de9f71576e90a19dcf,133,1,3827.5,7655,9,100,0,10.0,0,ok,2000,545.0,803170,congestion_avoidance,0.8130482456140351,1.483,2000,3648,302535,1695,2000,5960,2000,0.33615,1968.2388,302402
