applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_no_progress_steps,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,local_planner,local_replans,makespan,map_path,map_to_human_model,max_flowtime,max_global_no_progress_streak,max_planning_time_ms,mean_assignment_path_overlap,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,n_multiagent_allocation_rounds,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_assignment_path_overlap,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
4,lacam_official,True,20,10,1,congestion_avoidance,0,49,0,0,0,priority,49,40,0,,baseline_comparison,4,1870,200,lacam_official,True,20,random_walk,104,0,100.0,astar,0,126,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",117.0,1870,15169.136675074697,0.008924144769459593,1355.716671382892,61.87755102040816,13520.806358412374,60.30612244897959,64.0,lacam_blind,lifelong,3,78,40,20,14475.78455953626,15133.827402745374,10,200,52beba6df4e6e7467e0f5c1293adb8fb10a8c54d675da5ecf122c11d0f5841e9,0,1,609.0,1218,6,137,0,10.0,50,ok,2000,18.0,2955,congestion_avoidance,0.08263069139966273,0.0245,2000,593,0,79,0,1139,0,0.0,2711.8159,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,29,0,0,0,priority,29,40,0,,baseline_comparison,4,1920,200,lacam_official,True,20,random_walk,89,0,100.0,astar,0,76,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",76.0,1920,15123.519039014354,0.0029600394671928957,1347.3351979934378,53.206896551724135,13439.44131127093,52.6551724137931,55.0,lacam_blind,lifelong,1,35,40,20,13971.532066119833,15108.37384685874,10,200,0e1d55bcf7be70b98cd727722e9f37e0fa8b931aac325895c4609ace027613a6,0,1,579.5,1159,7,170,0,10.0,22,ok,2000,6.0,1527,congestion_avoidance,0.04865771812080537,0.0145,2000,596,0,35,0,1124,0,0.0,2695.0357,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,54,0,0,0,priority,54,50,0,,baseline_comparison,4,1870,200,lacam_official,True,20,random_walk,96,0,100.0,astar,0,121,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",113.0,1870,15126.250024186447,0.012903225806451613,1261.183260440128,65.92592592592592,12562.324159156997,64.18518518518519,64.5,lacam_blind,lifelong,4,88,50,20,13264.4865784212,14566.742937557865,10,200,474e881404fcc17f68270fcb6eaf93f2132bbdd972cf821f3a1f0080728eb08c,0,1,695.5,1391,0,184,0,10.0,3,ok,2000,26.0,3466,congestion_avoidance,0.07209612817089453,0.027,2000,749,0,88,0,1303,0,0.0,2522.8244,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,47,0,0,0,priority,47,40,0,,baseline_comparison,4,1870,200,lacam_official,True,20,random_walk,98,0,100.0,astar,0,128,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",127.0,1870,15136.204472975805,0.014215686274509804,1313.0291177271865,66.57446808510639,13096.131295538507,64.08510638297872,64.0,lacam_blind,lifelong,3,74,40,20,13938.838597084396,15110.040647292044,10,200,202ec6e1873c77f1d31e7d77f28b6f40cc32aada4a57a0ed9e177199b352c97f,0,1,578.5,1157,9,170,0,10.0,17,ok,2000,29.0,3012,congestion_avoidance,0.07820299500831947,0.0235,2000,601,0,74,0,1083,0,0.0,2626.4243,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,50,0,,baseline_comparison,4,1990,200,lacam_official,True,20,random_walk,107,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1990,15110.012522898614,0.0105,1350.7112943566171,0.0,13461.900888232049,0.0,0.0,lacam_blind,lifelong,1,13,50,20,13453.694371227175,14621.5034235036,10,200,365e3725932cce04a0aff5ff4b45a03cae5d8499a7d4378d8b702815f2886989,0,1,766.0,1532,1,197,0,10.0,2,ok,2000,21.0,0,congestion_avoidance,0.0,0.0,2000,731,0,13,0,1519,0,0.0,2701.8775,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,50,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,89,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,15114.87589403987,0.012,1369.6472056140192,0.0,13651.135141168488,0.0,0.0,lacam_blind,lifelong,1,0,50,20,13622.413164924363,14855.021594464779,10,200,b0648405d44fc39f662e1ea19728b04d12fc02270e5839ffa18c47bf38be657f,0,1,691.5,1383,2,193,0,10.0,7,ok,2000,24.0,0,congestion_avoidance,0.0,0.0,2000,757,0,0,0,1383,0,0.0,2739.7487,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,50,0,0,0,priority,50,50,0,,baseline_comparison,4,1880,200,lacam_official,True,20,random_walk,120,0,100.0,astar,0,117,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",115.0,1880,15118.772360030562,0.01787487586891758,1272.0184934100835,66.4,12668.035320353229,65.02,68.5,lacam_blind,lifelong,5,103,50,20,13373.857233300805,14592.187572608236,10,200,b96e5f6cfe58cfb2344cad518990baa49992b2305fb15a69c516a35e9ae7c18f,0,1,828.5,1657,3,186,0,10.0,2,ok,2000,36.0,3251,congestion_avoidance,0.06775067750677506,0.025,2000,738,0,109,0,1548,0,0.0,2544.4911,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,49,0,0,0,priority,49,50,0,,baseline_comparison,4,1890,200,lacam_official,True,20,random_walk,136,0,100.0,astar,0,107,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",104.0,1890,15140.68826008588,0.010880316518298714,1271.6624545786763,64.48979591836735,12667.135264513781,63.06122448979592,68.0,lacam_blind,lifelong,4,67,50,20,13362.243030511308,14526.603982993402,10,200,ef8a9192128d22663a8a054a8e988e9236b0ac47223c2955bbfa61adf9b8b61c,0,1,792.0,1584,4,187,0,10.0,2,ok,2000,22.0,3090,congestion_avoidance,0.061946902654867256,0.0245,2000,791,0,68,0,1516,0,0.0,2543.808,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,127,0,0,0,priority,127,50,0,,baseline_comparison,4,1680,200,lacam_official,True,20,random_walk,106,0,100.0,astar,0,313,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",207.0,1680,14677.191329887137,0.008453505718547987,1114.303804608644,75.11811023622047,11072.960748731857,74.32283464566929,72.0,lacam_blind,lifelong,14,197,50,20,13046.678221260663,14247.66799598001,10,200,c72097b28c0ecba121cdc856206eddeb8fc0271becd83dd3739757d07b14cf4d,0,1,752.5,1505,7,168,0,10.0,0,ok,2000,17.0,9439,congestion_avoidance,0.1662303664921466,0.0635,2000,764,0,198,0,1307,0,0.0,2229.0788,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,50,0,,baseline_comparison,4,1990,200,lacam_official,True,20,random_walk,109,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1990,15119.140293914825,0.003,1344.436159178149,0.0,13400.149960024282,0.0,0.0,lacam_blind,lifelong,1,7,50,20,13368.024654127657,14625.01401809277,10,200,19958706af006670d3b85bad185eced08830b89aa604d7f10b1439ad6dad1741,0,1,728.0,1456,5,194,0,10.0,5,ok,2000,6.0,0,congestion_avoidance,0.0,0.0,2000,762,0,7,0,1449,0,0.0,2689.3177,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,50,0,,baseline_comparison,4,1980,200,lacam_official,True,20,random_walk,116,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1980,15136.509529082105,0.027,1350.1032851076452,0.0,13455.937849022448,0.0,0.0,lacam_blind,lifelong,1,7,50,20,13482.161325740162,14810.513167351019,10,200,e4d42d13cb5ddfb6c29620dfbbdd9cf6b41e7e3d745a9df635ca5b9fe3e86b5b,0,1,802.0,1604,6,193,0,10.0,5,ok,2000,54.0,0,congestion_avoidance,0.0,0.0,2000,742,0,7,0,1597,0,0.0,2700.6674,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,50,0,,baseline_comparison,4,1990,200,lacam_official,True,20,random_walk,120,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1990,15113.00313891843,0.016,1333.5277735820273,0.0,13291.93695187918,0.0,0.0,lacam_blind,lifelong,1,14,50,20,13320.142600126565,14322.029604983982,10,200,eaf72d2129f4e147c8c10319085e02085839730521b693a9957fbd9d69f8906b,0,1,841.0,1682,8,198,0,10.0,1,ok,2000,32.0,0,congestion_avoidance,0.0,0.0,2000,738,0,14,0,1668,0,0.0,2667.5085,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,5,0,0,0,priority,5,50,0,,baseline_comparison,4,1970,200,lacam_official,True,20,random_walk,124,0,100.0,astar,0,26,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",26.0,1970,15136.070848908275,0.02493765586034913,1341.391598319402,24.4,13367.405466125347,24.4,24.0,lacam_blind,lifelong,1,25,50,20,13514.3935665139,14659.819464397151,10,200,8c5fa254a1781a6b736c578c9b1c123d0c094fb08cbbdd842edf9f5ae0b735ab,0,1,843.0,1686,9,190,0,10.0,7,ok,2000,50.0,122,congestion_avoidance,0.006711409395973154,0.0025,2000,745,0,25,0,1661,0,0.0,2683.2491,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,60,0,,baseline_comparison,4,1990,200,lacam_official,True,20,random_walk,130,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1990,14272.663426119834,0.0135,1290.636192938313,0.0,12850.621954082744,0.0,0.0,lacam_blind,lifelong,1,7,60,20,12882.667568954637,13854.48283990845,10,200,28ea4870e6cc06b24dc0d1f81687d863476b203b7c7f9eecdcdb14baf5160a34,0,1,902.0,1804,0,199,0,10.0,0,ok,2000,27.0,0,congestion_avoidance,0.0,0.0,2000,878,0,7,0,1797,0,0.0,2581.7169,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,60,0,,baseline_comparison,4,1990,200,lacam_official,True,20,random_walk,143,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1990,14636.712588137016,0.014,1302.6082152453018,0.0,12967.90957018151,0.0,0.0,lacam_blind,lifelong,1,8,60,20,13049.630178802181,14006.67827372672,10,200,71607a1918d0d03143e6fa6901449c3a68116b4328be8b810568afc51473e9df,0,1,1010.9999999999999,2022,1,199,0,10.0,0,ok,2000,28.0,0,congestion_avoidance,0.0,0.0,2000,866,0,8,0,2014,0,0.0,2605.7684,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,60,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,125,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,14914.429620141163,0.017,1305.2978903588373,0.0,12997.701465298887,0.0,0.0,lacam_blind,lifelong,1,0,60,20,12958.78073683707,13962.758769467473,10,200,195e1e86d8fe7d9cfcb3afbf5784b6c255539631165d8c447ba3e8b801dae720,0,1,821.0,1642,2,200,0,10.0,0,ok,2000,34.0,0,congestion_avoidance,0.0,0.0,2000,903,0,0,0,1642,0,0.0,2611.1439,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,30,0,0,0,priority,30,60,0,,baseline_comparison,4,1930,200,lacam_official,True,20,random_walk,127,0,100.0,astar,0,68,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",68.0,1930,14849.108041031286,0.011840157868771583,1251.3839906651992,45.166666666666664,12454.948097409215,45.166666666666664,46.5,lacam_blind,lifelong,1,61,60,20,12892.401515587699,13871.362111810595,10,200,9b1a90e6c432606b084690eb2891a7214e22fc5c124bac0e867a3c808db82363,0,1,871.5,1743,4,193,0,10.0,0,ok,2000,24.0,1355,congestion_avoidance,0.03177966101694915,0.015,2000,944,0,62,0,1681,0,0.0,2503.3437,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,1,0,0,0,priority,1,60,0,,baseline_comparison,4,1980,200,lacam_official,True,20,random_walk,183,0,100.0,astar,0,19,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",19.0,1980,14472.294698935002,0.018490754622688656,1284.9982338943519,19.0,12794.198820849415,19.0,19.0,lacam_blind,lifelong,1,13,60,20,12897.786809899842,14024.412586784456,10,200,53fb9a2e28657fd9cecc28db5f3fa4382878823b3fa6b98b0efa078a229b292b,0,1,975.5,1951,3,198,0,10.0,0,ok,2000,37.0,19,congestion_avoidance,0.001098901098901099,0.0005,2000,910,0,13,0,1938,0,0.0,2570.5459,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,60,0,,baseline_comparison,4,1990,200,lacam_official,True,20,random_walk,148,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1990,14425.366955110803,0.008,1284.754977474222,0.0,12791.867373090936,0.0,0.0,lacam_blind,lifelong,1,3,60,20,12813.88499427121,13819.150929176249,10,200,84761b98c10472d0f74ac5634d29bd6a29a5f2f9b26caab3f7129958c44d2faa,0,1,933.5,1867,5,199,0,10.0,0,ok,2000,16.0,0,congestion_avoidance,0.0,0.0,2000,918,0,3,0,1864,0,0.0,2570.0515,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,60,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,149,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,14612.662886967883,0.03,1298.3234817764023,0.0,12926.049652362708,0.0,0.0,lacam_blind,lifelong,1,0,60,20,12883.327508915681,13931.268253724556,10,200,b528f42f318b50d97039c9c83d5b11af62ec87f9716360bd3565aa4787f49d50,0,1,930.5,1861,6,200,0,10.0,0,ok,2000,60.0,0,congestion_avoidance,0.0,0.0,2000,893,0,0,0,1861,0,0.0,2597.0918,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,60,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,135,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,14326.38560491614,0.0125,1293.5896956571378,0.0,12878.215017063776,0.0,0.0,lacam_blind,lifelong,1,0,60,20,12849.09957712516,13684.75710292114,10,200,e293263030977885c2b58f2298ed03539a84de90a19b865e30e068d1aeb26cf3,0,1,939.5,1879,7,200,0,10.0,0,ok,2000,25.0,0,congestion_avoidance,0.0,0.0,2000,910,0,0,0,1879,0,0.0,2587.7242,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,60,0,,baseline_comparison,4,1990,200,lacam_official,True,20,random_walk,126,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1990,14527.056012069806,0.0165,1292.4065625165822,0.0,12867.414729144657,0.0,0.0,lacam_blind,lifelong,1,8,60,20,12906.116690929048,13827.245013741776,10,200,e0de1fe56082edf01a04de70d1715bdd4aff1f54accc4a9a84be01ca56e8ac99,0,1,989.5,1979,8,199,0,10.0,0,ok,2000,33.0,0,congestion_avoidance,0.0,0.0,2000,874,0,8,0,1971,0,0.0,2585.2578,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,99,0,0,0,priority,99,60,0,,baseline_comparison,4,1810,200,lacam_official,True,20,random_walk,141,0,100.0,astar,0,189,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",174.0,1810,14449.247701093554,0.019540791402051783,1177.3894398232223,79.22222222222223,11709.214448126731,73.41414141414141,79.0,lacam_blind,lifelong,8,169,60,20,12784.694904903881,13941.240196127908,10,200,82656ab3c56780eaf0fd8b1c14db86bc2a56596a85db4abe5570de3e52e34eb8,0,1,952.5,1905,9,181,0,10.0,0,ok,2000,40.0,7268,congestion_avoidance,0.11173814898419865,0.0495,2000,886,0,169,0,1736,0,0.0,2355.3007,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,4,0,0,0,priority,4,70,0,,baseline_comparison,4,1980,200,lacam_official,True,20,random_walk,155,0,100.0,astar,0,18,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",18.0,1980,13930.466076126322,0.011477045908183632,1239.2878642641008,16.25,12324.176742600976,16.25,16.0,lacam_blind,lifelong,1,19,70,20,12347.548811056186,13351.72215849161,10,200,3bff8924a3c824f25ff21be596be9b5cabc48a341674fcea7b6855e04f90f127,0,1,972.5,1945,0,198,0,10.0,0,ok,2000,23.0,65,congestion_avoidance,0.0037593984962406013,0.002,2000,1064,0,19,0,1926,0,0.0,2479.2048,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,70,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,144,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,14028.902607038617,0.026,1267.0249991734745,0.0,12599.136641289806,0.0,0.0,lacam_blind,lifelong,1,0,70,20,12599.557391251437,13469.540811737534,10,200,803ee78fccfc11ca535e87d41b874cb23e03e742ef98a15536a84ea78575a2c2,0,1,1103.5,2207,1,200,0,10.0,0,ok,2000,52.0,0,congestion_avoidance,0.0,0.0,2000,1039,0,0,0,2207,0,0.0,2534.7056,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,1,0,0,0,priority,1,70,0,,baseline_comparison,4,1980,200,lacam_official,True,20,random_walk,194,0,100.0,astar,0,19,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",19.0,1980,13850.184339098632,0.01199400299850075,1245.5850902190432,19.0,12385.210627190536,19.0,19.0,lacam_blind,lifelong,1,13,70,20,12476.851495332085,13436.526602180673,10,200,60deedaeef99e18349d11bce1fb47835334e61bdfd10f688d3bd2aa4957ba570,0,1,1127.0,2254,3,198,0,10.0,0,ok,2000,24.0,19,congestion_avoidance,0.0009407337723424271,0.0005,2000,1063,0,13,0,2241,0,0.0,2491.8105,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,70,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,165,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,14008.876962820068,0.024,1271.7642366234213,0.0,12643.283243693877,0.0,0.0,lacam_blind,lifelong,1,0,70,20,12648.785888392013,13707.10700827185,10,200,96d5e0b672011c3352e5625f9f8a18b4fd3063a123fbd02b1daf40609858748a,0,1,1028.5,2057,2,200,0,10.0,0,ok,2000,48.0,0,congestion_avoidance,0.0,0.0,2000,1070,0,0,0,2057,0,0.0,2544.1929,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,70,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,152,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,13889.572367072105,0.023,1259.370053159655,0.0,12522.96229661326,0.0,0.0,lacam_blind,lifelong,1,0,70,20,12467.336324916687,13431.985180953052,10,200,33557aa38e6e6fca579cfcf76c359912c2f275e3fa0c7332023038b6fe2c61c5,0,1,1010.0,2020,4,200,0,10.0,0,ok,2000,46.0,0,congestion_avoidance,0.0,0.0,2000,1094,0,0,0,2020,0,0.0,2519.3892,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,70,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,177,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,14093.923290027305,0.0195,1266.6093941546278,0.0,12596.206041839905,0.0,0.0,lacam_blind,lifelong,1,0,70,20,12531.507354974747,13536.544583248906,10,200,7900e92cdc8372b0cf5201c47f4c8b48ea2b83351f37001db899795cdf50fc29,0,1,1038.5,2077,5,200,0,10.0,0,ok,2000,39.0,0,congestion_avoidance,0.0,0.0,2000,1061,0,0,0,2077,0,0.0,2533.8147,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,70,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,156,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,13665.24522495456,0.0215,1258.7292835547123,0.0,12517.485039967578,0.0,0.0,lacam_blind,lifelong,1,0,70,20,12552.738159091678,13201.15676263813,10,200,338e0f5455569909276b7307a3ad21bd83eacc5fbf642fdba38cc80f6973d753,0,1,1002.0,2004,6,200,0,10.0,0,ok,2000,43.0,0,congestion_avoidance,0.0,0.0,2000,1050,0,0,0,2004,0,0.0,2517.9849,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,70,0,,baseline_comparison,4,1999,200,lacam_official,True,20,random_walk,177,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1999,13646.510306047276,0.0235,1252.87973069516,0.0,12458.17386159557,0.0,0.0,lacam_blind,lifelong,1,0,70,20,12444.46439902531,13243.464420828968,10,200,9e004a4a496860b7b278483a99b06cbb2fa03aa5ffb08fd5c99fa5d252b4f02d,0,1,1107.0,2214,7,200,0,10.0,0,ok,2000,47.0,0,congestion_avoidance,0.0,0.0,2000,1082,0,0,0,2214,0,0.0,2506.4127,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,70,0,,baseline_comparison,4,1980,200,lacam_official,True,20,random_walk,163,0,100.0,astar,0,0,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1980,14031.037291977555,0.021,1248.305492970394,0.0,12414.809472366469,0.0,0.0,lacam_blind,lifelong,1,18,70,20,12491.477135173045,13426.588914962485,10,200,4cbf2cc7aa32688b05ab9aa1f77aeeb30477cffc4d78cb2f23fcc82c4159dd60,0,1,1102.0,2204,8,198,0,10.0,0,ok,2000,42.0,0,congestion_avoidance,0.0,0.0,2000,998,0,18,0,2186,0,0.0,2497.1495,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,2,0,0,0,priority,2,80,0,,baseline_comparison,4,1980,200,lacam_official,True,20,random_walk,193,0,100.0,astar,0,15,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",15.0,1980,13260.708437068388,0.012487512487512488,1211.2976782746846,15.0,12027.142189752776,15.0,15.0,lacam_blind,lifelong,1,19,80,20,12120.422350836452,12839.60176469991,10,200,e7712c4585c8d7834903baea2d21bf760efcca7cd29aaeff8316b47f7172ed43,0,1,1209.5,2419,0,198,0,10.0,0,ok,2000,25.0,30,congestion_avoidance,0.0016638935108153079,0.001,2000,1202,0,19,0,2400,0,0.0,2423.3284,0
