applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_no_progress_steps,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,local_planner,local_replans,makespan,map_path,map_to_human_model,max_flowtime,max_global_no_progress_streak,max_planning_time_ms,mean_assignment_path_overlap,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,n_multiagent_allocation_rounds,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_assignment_path_overlap,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
4,lacam_official,True,20,10,1,congestion_avoidance,0,2721,0,0,0,priority,2721,21,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,626,0,100.0,astar,85146,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",997.0,0,11425.9301321581,0.11180642469753858,1731.9085624600993,206.19000367511944,10031.206957242684,204.52113193678795,192.0,ours,lifelong,571,0,350,100,12434.866601740941,11089.036103524268,10,85346,892c4850618cb8ba221767dc480aa5bfb449f8f6ccb87d2b8ce59cd9ce67ffb4,12037,1,2619.0,5238,3,187,0,10.0,0,ok,2000,268.0,556502,congestion_avoidance,0.9686721253114987,1.3605,2000,2809,84001,0,0,5238,0,0.12000142857142858,3494.2421,71964
4,lacam_official,True,20,10,1,congestion_avoidance,0,2787,0,0,0,priority,2787,16,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,561,0,100.0,astar,84272,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",722.0,0,11267.194194952026,0.1116398243045388,1683.997008785489,206.15213491209187,9901.710496788146,201.22999641191245,190.0,ours,lifelong,513,0,350,100,12284.47416240815,10915.069330332335,10,84472,e8aa7e1d5aa2f2bb4e49f1f6feb6bdc2358378039fe3a419f5b373bd8e2d7e43,9997,1,2418.5,4837,5,186,0,10.0,0,ok,2000,305.0,560828,congestion_avoidance,0.974816369359916,1.3935,2000,2859,78856,0,0,4837,0,0.11265142857142857,3397.5815,68859
4,lacam_official,True,20,10,1,congestion_avoidance,0,2711,0,0,0,priority,2711,18,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,402,0,100.0,astar,86360,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",760.0,0,11337.97173993662,0.07998725302740599,1662.1296825980535,216.49465142014017,9994.979113592999,211.18590925857617,202.0,ours,lifelong,373,0,350,100,12438.578343589325,10999.664966389537,10,86560,47db55acc8266ef7c0f5f0d382bab269fc21ad6dc66e8315ca15b6e27dd9f1e5,11673,1,1921.0,3842,7,187,0,10.0,0,ok,2000,251.0,572525,congestion_avoidance,0.9668330955777461,1.3555,2000,2804,85666,0,0,3842,0,0.12238,3353.5534,73993
4,lacam_official,True,20,10,1,congestion_avoidance,0,2662,0,0,0,priority,2662,10,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,693,0,100.0,astar,71430,1992,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",756.0,0,11484.42623205483,0.16339066339066338,1813.188904568553,186.30428249436514,9267.872675987892,184.24755822689707,169.0,ours,lifelong,550,0,350,100,12358.977192477323,10990.074722329155,10,71630,04936cc8a0af63d965df28581eb946d83f863150ff38f556e9977dc3febc9974,11077,1,2883.0,5766,6,173,0,10.0,0,ok,2000,399.0,490467,congestion_avoidance,0.973308957952468,1.331,2000,2735,66030,0,0,5766,0,0.09432857142857143,3655.908,54953
4,lacam_official,True,20,10,1,congestion_avoidance,0,2716,0,0,0,priority,2716,5,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,427,0,100.0,astar,87895,1993,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",962.0,0,11802.931769983843,0.08826513358133244,1701.6698592826724,220.35714285714286,10235.035457443446,213.2761413843888,208.0,ours,lifelong,439,0,350,100,12387.299429171253,11158.842176140752,10,88095,bdbf1b9958409fd52b95a70624a8f0969c0e07f1658f71f65d2a36237f894081,11315,1,2067.5,4135,9,191,0,10.0,0,ok,2000,261.0,579258,congestion_avoidance,0.9776817854571634,1.358,2000,2778,80362,0,0,4135,0,0.11480285714285714,3433.7669,69047
4,lacam_official,True,20,10,1,congestion_avoidance,0,2827,0,0,0,priority,2827,15,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,682,0,100.0,astar,73993,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",646.0,0,13730.264797108248,0.1630979498861048,2014.172372992034,176.5221082419526,10800.05552456947,175.63211885390874,164.0,ours,lifelong,681,0,350,100,12476.243272330612,11282.431043044198,10,74193,e2c0aa8564c9808826d439628452278c3c999a4ac6ba807389622b3b8144202d,16776,1,2943.5,5887,8,200,0,10.0,0,ok,2000,358.0,496512,congestion_avoidance,0.9870810055865922,1.4135,2000,2864,67247,0,0,5887,0,0.09606714285714285,4057.4035,50471
4,lacam_official,True,20,10,1,congestion_avoidance,0,3086,0,0,0,priority,3086,4,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,225,0,100.0,astar,111244,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1105.0,0,11166.060801129788,0.07484008528784648,1650.8828777038725,258.32825664290345,10668.636891481001,236.8697342838626,235.0,ours,lifelong,37,0,400,100,12599.14164225338,10959.286909352522,10,111444,70ac0626b73d2c258c25abd717174594f1b04ffc047f162a965a5c5d9d51bba0,14592,1,1292.5,2585,1,200,0,10.0,0,ok,2000,351.0,730980,congestion_avoidance,0.9507085643869377,1.543,2000,3246,122572,0,0,2585,0,0.153215,3336.4162,107980
4,lacam_official,True,20,10,1,congestion_avoidance,0,2987,0,0,0,priority,2987,1,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,225,0,100.0,astar,109760,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1054.0,0,11077.559396857396,0.15399468983828143,1682.728157421574,251.28423167057247,10654.717648762744,235.96786072982925,231.0,ours,lifelong,196,0,400,100,12554.426582437009,10920.59183518868,10,109960,027f8fd7a48f5593113733ddb353c27d613171b51b560cccc4207c73c71644f8,14327,1,1165.5,2331,0,200,0,10.0,0,ok,2000,638.0,704836,congestion_avoidance,0.9299501867995019,1.4935,2000,3212,120961,0,0,2331,0,0.15120125,3399.8785,106634
4,lacam_official,True,20,10,1,congestion_avoidance,0,3079,0,0,0,priority,3079,2,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,242,0,100.0,astar,113957,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",963.0,0,11002.28941696696,0.07008864151721295,1661.326033226098,257.93666774926925,10644.003916074289,235.89314712569015,232.0,ours,lifelong,2,0,400,100,12574.934323574416,10868.547725654207,10,114157,2bc895b729ff75783f6a6985db18d0dab3e09af5b00832750dd69727e4a9e981,16242,1,1337.0,2674,2,200,0,10.0,0,ok,2000,340.0,726315,congestion_avoidance,0.9436101746858719,1.5395,2000,3263,122899,0,0,2674,0,0.15362375,3356.284,106657
4,lacam_official,True,20,10,1,congestion_avoidance,0,3040,0,0,0,priority,3040,1,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,254,0,100.0,astar,114350,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1105.0,0,11153.492776909843,0.09225322782174095,1680.0479074090254,273.87598684210525,10654.790252042003,240.05690789473684,247.0,ours,lifelong,1,0,400,100,12707.207642076537,11011.542616819497,10,114550,9753f61bf03931ac247d99dcfba7cfd8712e687be7e80957bcdd5a76de3353bf,16944,1,1404.0,2808,4,199,0,10.0,0,ok,2000,443.0,729773,congestion_avoidance,0.9411764705882353,1.52,2000,3230,125237,0,0,2808,0,0.15654625,3393.9378,108293
4,lacam_official,True,20,10,1,congestion_avoidance,0,2952,0,0,0,priority,2952,0,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,216,0,100.0,astar,113494,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1258.0,0,11055.259698070586,0.06022350993377484,1699.997329461039,276.9441056910569,10671.069557034643,241.71476964769647,239.0,ours,lifelong,1,0,400,100,12757.708299474325,10885.250276571605,10,113694,370f41ba3a947061045a254a9894f94d14bfebcdcbc02cbc1d6228435d3cdb17,18568,1,1176.0,2352,3,200,0,10.0,0,ok,2000,291.0,713542,congestion_avoidance,0.9085872576177285,1.476,2000,3249,133479,0,0,2352,0,0.16684875,3433.8273,114911
4,lacam_official,True,20,10,1,congestion_avoidance,0,2959,0,0,0,priority,2959,2,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,230,0,100.0,astar,115334,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1205.0,0,11188.73525899835,0.09298429319371727,1688.1958267014707,266.1044271713417,10670.700473475736,238.14700912470428,231.0,ours,lifelong,8,0,400,100,12632.887065166142,10935.262713464908,10,115534,24ab807692a296f51c39b9e145b22d34f27dbfa3f34f0c260e431e1a4f70aae0,18277,1,1289.0,2578,5,200,0,10.0,0,ok,2000,444.0,704677,congestion_avoidance,0.9180887372013652,1.4795,2000,3223,128956,0,0,2578,0,0.161195,3409.94,110679
4,lacam_official,True,20,10,1,congestion_avoidance,0,3070,0,0,0,priority,3070,3,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,251,0,100.0,astar,111118,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",894.0,0,11082.639419008046,0.09894736842105263,1663.1262347070733,246.4169381107492,10665.516343826894,234.96807817589576,231.0,ours,lifelong,168,0,400,100,12544.316678133328,10883.813338039909,10,111318,10ee6656542bbc10af08a06db9f7303bd9c448171b62d4674ba197ac52995b47,14055,1,1211.5,2423,6,200,0,10.0,0,ok,2000,423.0,721352,congestion_avoidance,0.9484090206981773,1.535,2000,3237,117885,0,0,2423,0,0.14735625,3361.32,103830
4,lacam_official,True,20,10,1,congestion_avoidance,0,333,0,0,0,priority,333,50,0,,baseline_comparison,4,410,200,lacam_official,True,20,random_walk,472,0,100.0,astar,0,1587,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",789.0,410,15134.944412857294,0.016288252714708785,312.3769779286813,146.47747747747746,2751.163262875052,143.88288288288288,131.0,lacam_blind,lifelong,23,1666,50,100,242.16204819967967,13788.668614323251,10,200,608f289105a069d4d349a305d2e646f872efa020ea62edee426de1a441c94ee3,0,1,2045.0,4090,0,38,0,10.0,3,ok,2000,33.0,47913,congestion_avoidance,0.8516624040920716,0.1665,2000,391,0,1709,0,2381,0,0.0,629.1903,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,2998,0,0,0,priority,2998,3,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,222,0,100.0,astar,115229,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1050.0,0,11094.411654863507,0.07024185068349106,1657.8162100287154,265.9066044029353,10678.04965405725,242.1297531687792,248.5,ours,lifelong,13,0,400,100,12603.68983647786,10933.17835124908,10,115429,4ac511a3b7daadc3b206571320c8b5d4a83b731ff3c39b389f6f4be7f8080cc3,14712,1,1285.0,2570,7,200,0,10.0,0,ok,2000,334.0,725905,congestion_avoidance,0.9330843448490508,1.499,2000,3213,123013,0,0,2570,0,0.15376625,3349.692,108301
4,lacam_official,True,20,10,1,congestion_avoidance,0,3098,0,0,0,priority,3098,2,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,231,0,100.0,astar,113250,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",983.0,0,11366.972161922604,0.07395566922421143,1655.0331981430063,256.7682375726275,10685.976367577678,235.72756617172368,237.0,ours,lifelong,55,0,400,100,12561.902747605927,10968.953543144744,10,113450,f2638ca8fb2b483420df3af358e57849f0cf774645098230e3266c6d7183c4c3,15783,1,1261.0,2522,8,200,0,10.0,0,ok,2000,347.0,730284,congestion_avoidance,0.9419276375798115,1.549,2000,3289,121226,0,0,2522,0,0.1515325,3343.7467,105443
4,lacam_official,True,20,10,1,congestion_avoidance,0,3002,0,0,0,priority,3002,0,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,253,0,100.0,astar,111887,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1107.0,0,11107.324963901192,0.05354131534569983,1644.6242933323374,265.6392405063291,10300.57162337238,243.7188540972685,239.0,ours,lifelong,6,0,400,100,12663.378700939938,10935.376550082583,10,112087,f24c0cfe83be339a6635978190960974c70ccfe516da452625036d26d3ea5235,15183,1,1381.5,2763,9,193,0,10.0,0,ok,2000,254.0,731644,congestion_avoidance,0.944916587976078,1.501,2000,3177,124544,0,0,2763,0,0.15568,3324.6535,109361
4,lacam_official,True,20,10,1,congestion_avoidance,0,189,0,0,0,priority,189,50,0,,baseline_comparison,4,1110,200,lacam_official,True,20,random_walk,390,0,100.0,astar,0,888,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",635.0,1110,14907.962850062177,0.009930486593843098,747.9871329204179,145.2275132275132,7199.4240325759165,143.44444444444446,122.0,lacam_blind,lifelong,15,961,50,100,12216.085322818251,13873.600839811843,10,200,1459498a141aa36f99bc708a66adfb207223c419f280e79e5659a7b811e507ef,0,1,1698.5,3397,1,111,0,10.0,0,ok,2000,20.0,27111,congestion_avoidance,0.4772727272727273,0.0945,2000,396,0,982,0,2415,0,0.0,1500.6574,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,3212,0,0,0,priority,3212,0,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,225,0,100.0,astar,128126,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1137.0,0,11005.515068070963,0.098173964264677,1813.3585844757035,283.8564757160648,10646.084470715141,249.68617683686176,257.0,ours,lifelong,1,0,450,100,12998.155300191138,10874.891408265103,10,128326,19d84281be2bfb5d57d85c18caa4bf8d2acef4bb19ef19d9a938b26b51bac7b3,22208,1,1288.5,2577,0,200,0,10.0,0,ok,2000,500.0,801992,congestion_avoidance,0.9007291082445317,1.606,2000,3566,153977,0,0,2577,0,0.17108555555555555,3665.9412,131769
4,lacam_official,True,20,10,1,congestion_avoidance,0,3318,0,0,0,priority,3318,0,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,234,0,100.0,astar,130857,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1362.0,0,11112.700378056616,0.07006125574272588,1815.979317565565,303.30379746835445,10637.969675895292,243.18444846292948,267.0,ours,lifelong,1,0,450,100,13144.757769268472,10825.350989156868,10,131057,8223d97dd054e338704d5b73d709316b89a95461994a968e5f302599fddbbd54,21451,1,1475.0,2950,1,200,0,10.0,0,ok,2000,366.0,806886,congestion_avoidance,0.8936170212765957,1.659,2000,3713,156046,0,0,2950,0,0.17338444444444445,3671.6155,134595
4,lacam_official,True,20,10,1,congestion_avoidance,0,3456,0,0,0,priority,3456,5,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,299,0,100.0,astar,126172,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1120.0,0,11150.578269036487,0.08253358925143954,1815.2293274843832,273.78356481481484,10671.029332693433,238.43778935185185,247.0,ours,lifelong,1,0,450,100,13033.698422915768,10936.36413103668,10,126372,f2ad12655b16a03183e0b1fa7712dc1a0a98b0de52ce172406d2a19d789afdfb,21074,1,1541.5,3083,2,200,0,10.0,0,ok,2000,430.0,824041,congestion_avoidance,0.9383654629378224,1.728,2000,3683,150191,0,0,3083,0,0.16687888888888888,3669.3974,129117
4,lacam_official,True,20,10,1,congestion_avoidance,0,3104,0,0,0,priority,3104,0,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,259,0,100.0,astar,129366,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1646.0,0,11068.158461945131,0.06837774294670847,1850.2947185584344,353.4226804123711,10653.606436136179,259.78157216494844,312.0,ours,lifelong,3,0,450,100,13248.636995721608,10879.851757735014,10,129566,92eac01ce7a050a03b3eb0c5f791806ba735429885575aace8cf5c71bed4c943,24236,1,1394.0,2788,3,200,0,10.0,0,ok,2000,349.0,806362,congestion_avoidance,0.8513439385628085,1.552,2000,3646,161961,0,0,2788,0,0.17995666666666665,3739.8722,137725
4,lacam_official,True,20,10,1,congestion_avoidance,0,100,0,0,0,priority,100,50,0,,baseline_comparison,4,1570,200,lacam_official,True,20,random_walk,445,0,100.0,astar,0,428,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",379.0,1570,14888.182715978473,0.017131669114047968,1053.5885565124918,167.11,10383.996130209416,152.46,168.0,lacam_blind,lifelong,5,623,50,100,12928.56723453151,14369.934696645942,10,200,9c274ede5e6752afff30d224575c2abbe16c157039563907b3831acea974f198,0,1,1842.5,3685,2,157,0,10.0,0,ok,2000,35.0,15246,congestion_avoidance,0.23255813953488372,0.05,2000,430,0,640,0,3045,0,0.0,2111.7932,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,208,0,0,0,priority,208,50,0,,baseline_comparison,4,1060,200,lacam_official,True,20,random_walk,451,0,100.0,astar,0,926,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",504.0,1060,15150.810062186792,0.00741839762611276,736.1241756741656,131.23076923076923,7040.313524600351,129.26442307692307,126.0,lacam_blind,lifelong,13,970,50,100,12319.628167944029,14468.443648912944,10,200,d31568cc234f3668db18d4df83a28a9535cca4842163a20d8bb229459482d891,0,1,1924.0,3848,6,101,0,10.0,5,ok,2000,15.0,26887,congestion_avoidance,0.5110565110565111,0.104,2000,407,0,996,0,2852,0,0.0,1477.1039,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,112,0,0,0,priority,112,50,0,,baseline_comparison,4,1520,200,lacam_official,True,20,random_walk,305,0,100.0,astar,0,473,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",365.0,1520,14961.269774939865,0.051877470355731224,1021.97262701008,142.41964285714286,10040.741499437718,135.13392857142858,135.5,lacam_blind,lifelong,9,636,50,100,12868.362936552148,14176.287506497463,10,200,c21844109c585d82905721023f9e433f7e2544758dc32167007137db64d6eccc,0,1,1418.5,2837,5,152,0,10.0,0,ok,2000,105.0,15135,congestion_avoidance,0.26046511627906976,0.056,2000,430,0,658,0,2179,0,0.0,2048.5657,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,60,0,0,0,priority,60,50,0,,baseline_comparison,4,1720,200,lacam_official,True,20,random_walk,421,0,100.0,astar,0,276,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",276.0,1720,14629.958847071975,0.010360138135175136,1155.3862631878583,143.7,11408.901309106732,140.61666666666667,147.5,lacam_blind,lifelong,4,437,50,100,13108.699936547782,14291.818509483708,10,200,37c2fc07938d3f9af1744a59eb356d9d8f60e7eaf9867cf251800ac4ddb45555,0,1,1668.0,3336,4,172,0,10.0,0,ok,2000,21.0,8437,congestion_avoidance,0.14388489208633093,0.03,2000,417,0,452,0,2884,0,0.0,2315.3035,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,3297,0,0,0,priority,3297,1,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,250,0,100.0,astar,127621,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1178.0,0,11104.818361112848,0.06783625730994151,1772.2796272733249,274.0036396724295,10673.429330015788,243.77100394297847,252.0,ours,lifelong,1,0,450,100,12990.495595673565,10938.058544148225,10,127821,b5d8c656f515dadf0abe12372c713e7a207fef0b2c0ed2fb35421ad9334dfea4,18798,1,1361.5,2723,7,200,0,10.0,0,ok,2000,348.0,803713,congestion_avoidance,0.9163424124513618,1.6485,2000,3598,148795,0,0,2723,0,0.16532777777777777,3584.0647,129997
4,lacam_official,True,20,10,1,congestion_avoidance,0,3179,0,0,0,priority,3179,0,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,220,0,100.0,astar,128416,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1607.0,0,11087.565738009289,0.08272458045409674,1816.5164417600026,314.98427178357974,10658.721762341447,250.99685435671594,264.0,ours,lifelong,4,0,450,100,13122.053360624705,10925.362632540055,10,128616,b32d13973173d0ee48467a003aff52020a4031024eeaa41442b03e1d76667848,24228,1,1355.5,2711,5,200,0,10.0,0,ok,2000,419.0,797919,congestion_avoidance,0.8917251051893408,1.5895,2000,3565,157695,0,0,2711,0,0.17521666666666666,3673.5261,133467
4,lacam_official,True,20,10,1,congestion_avoidance,0,3350,0,0,0,priority,3350,1,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,219,0,100.0,astar,124903,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1365.0,0,11207.422458101064,0.08450155763239875,1813.7174671603134,273.50865671641793,10674.088093602331,242.6665671641791,240.0,ours,lifelong,1,0,450,100,13037.092700158246,10937.766398803797,10,125103,f9b1c0c472736c22f0d84b56c951015f9da9e1f07c7b7cb0157fa38762208d41,21441,1,1280.0,2560,6,200,0,10.0,0,ok,2000,434.0,812933,congestion_avoidance,0.9272073069471354,1.675,2000,3613,150472,0,0,2560,0,0.16719111111111112,3667.1621,129031
4,lacam_official,True,20,10,1,congestion_avoidance,0,3194,0,0,0,priority,3194,2,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,255,0,100.0,astar,128653,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1488.0,0,11048.359411070123,0.17434908389585344,1868.5980228544213,311.71509079524105,10645.664647193626,246.0579211020664,268.0,ours,lifelong,2,0,450,100,13208.968206075951,10889.28710797336,10,128853,f1fefc1c6e430b70b67e74218840570d0936b958ae8fe843df38f550205c9d96,25837,1,1406.5,2813,4,200,0,10.0,0,ok,2000,904.0,785909,congestion_avoidance,0.8648795017600867,1.597,2000,3693,161897,0,0,2813,0,0.17988555555555555,3776.9408,136060
4,lacam_official,True,20,10,1,congestion_avoidance,0,0,0,0,0,priority,0,50,0,,baseline_comparison,4,1970,200,lacam_official,True,20,random_walk,315,0,100.0,astar,0,0,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",0.0,1970,14678.11671202071,0.0285,1314.9382923056837,0.0,13008.008153217379,0.0,0.0,lacam_blind,lifelong,1,49,50,100,13162.953452998772,14310.686043626627,10,200,cae0bfdd57b8ad66c12da409e1c05d28d705d3f98bbfef4a58cf6ea3577f6dd9,0,1,1148.0,2296,3,197,0,10.0,0,ok,2000,57.0,0,congestion_avoidance,0.0,0.0,2000,412,0,49,0,2247,0,0.0,2634.6546,0
4,lacam_official,True,20,10,1,congestion_avoidance,0,3362,0,0,0,priority,3362,0,0,,baseline_comparison,4,0,200,lacam_official,True,20,random_walk,239,0,100.0,astar,128434,1999,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",1246.0,0,11108.598556136712,0.08500188893086513,1795.296262006741,276.68768590124927,10656.852954791393,237.60856632956575,249.0,ours,lifelong,1,0,450,100,13085.491732263472,10883.393778884783,10,128634,3f8094abf8cff90b4954c3f6915fba791e35d52779929d5d812499085c6c40ae,20195,1,1241.0,2482,8,200,0,10.0,0,ok,2000,450.0,798840,congestion_avoidance,0.8903601694915254,1.681,2000,3776,153861,0,0,2482,0,0.17095666666666667,3629.9295,133666
