applied_fov_radius,applied_global_solver,applied_hard_safety,applied_horizon,applied_replan_every,applied_safety_radius,applied_task_allocator,assignments_broken,assignments_kept,auction_epsilon,collisions_agent_agent,collisions_agent_exogenous,collisions_agent_human,communication_mode,completed_tasks,deadlock_count,delay_events,error_msg,experiment,fov_radius,global_no_progress_steps,global_replans,global_solver,hard_safety,horizon,human_model,human_passive_wait_steps,immediate_assignments,intervention_rate,lambda_conflict,local_planner,local_replans,log_violations_timeline,makespan,map_path,map_to_human_model,max_flowtime,max_global_no_progress_streak,max_planning_time_ms,max_rounds,mean_assignment_path_overlap,mean_decision_time_ms,mean_flowtime,mean_planning_time_ms,mean_service_time,median_flowtime,method,mode,n_multiagent_allocation_rounds,near_misses,num_agents,num_humans,p95_decision_time_ms,p95_planning_time_ms,replan_every,replans,run_id,safe_wait_steps,safety_radius,safety_violation_rate,safety_violations,seed,solver_errors,solver_partial_returns,solver_timeout_s,solver_timeouts,status,steps,sum_assignment_path_overlap,sum_of_costs,task_allocator,task_completion,throughput,throughput_timeline_len,total_released_tasks,total_wait_steps,violations_agent_attributable,violations_agent_timeline_len,violations_exogenous_attributable,violations_exogenous_timeline_len,wait_fraction,wall_clock_s,yield_wait_steps
4,lacam_official,True,40,20,2,congestion_avoidance,0,1184,,0,0,0,priority,1184,39,0,,allocator_comparison_fov4_safe2,4,0,121,lacam_official,True,40,random_walk,530,0,60.5,0.5,astar,11078,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",509.0,0,12057.240581023507,5,0.042335766423357665,702.8799889653455,150.61908783783784,2749.998907167041,150.1545608108108,135.0,ours,lifelong,198,0,150,60,1435.6822054076474,11739.070922951214,20,11199,19f20c3220c6a36ae2cb85fdd2a111c01f314ceedda37f518a8a73c62eaf9410,1921,2,3235.5,6471,1,28,0,10.0,0,ok,2000,87.0,177783,congestion_avoidance,0.9793217535153019,0.592,2000,1209,28050,0,2000,6471,2000,0.0935,1429.6121,26129
4,lacam_official,True,40,20,2,congestion_avoidance,0,1191,,0,0,0,priority,1191,27,0,,allocator_comparison_fov4_safe2,4,0,122,lacam_official,True,40,random_walk,420,0,61.0,0.5,astar,13579,True,1998,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",621.0,0,11928.524168091826,5,0.02598652550529355,755.2351316953427,158.9101595298069,3820.8918401877945,157.575986565911,148.0,ours,lifelong,192,0,150,60,1341.6142213449348,11739.1064992873,20,13701,d5d0ae9b76828c952c4521916b6d58b705f00e7a3452319d52379f547e083ce8,2455,2,2572.5,5145,0,40,0,10.0,0,ok,2000,54.0,187673,congestion_avoidance,0.9778325123152709,0.5955,2000,1218,27882,0,2000,5145,2000,0.09294,1534.133,25427
4,lacam_official,True,40,20,2,congestion_avoidance,0,1190,,0,0,0,priority,1190,28,0,,allocator_comparison_fov4_safe2,4,0,110,lacam_official,True,40,random_walk,481,0,55.0,0.5,astar,13906,True,1983,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",559.0,0,11978.712114971131,5,0.03800475059382423,776.360580189852,160.7453781512605,5028.172047089108,159.44873949579832,146.0,ours,lifelong,180,0,150,60,1377.4408723285885,11839.414796436904,20,14016,465a601397e1cfccb5c611413abfbebd04d4ccd8cfd24442053151621cf4703f,1949,2,2903.5,5807,2,48,0,10.0,0,ok,2000,80.0,189744,congestion_avoidance,0.9746109746109746,0.595,2000,1221,31714,0,2000,5807,2000,0.10571333333333334,1576.33,29765
4,lacam_official,True,40,20,2,congestion_avoidance,0,1195,,0,0,0,priority,1195,15,0,,allocator_comparison_fov4_safe2,4,0,130,lacam_official,True,40,random_walk,482,0,65.0,0.5,astar,14075,True,1994,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",529.0,0,12243.20438504219,5,0.04992798847815651,775.7993339996319,161.23430962343096,4031.290796941791,160.06276150627616,148.0,ours,lifelong,215,0,150,60,1429.8272833344527,11913.397012546193,20,14205,27f213ce58e015f2609ed91f5e88ac76304d87df5bf646e4b2f650539b5b3249,2542,2,2965.0,5930,5,45,0,10.0,0,ok,2000,104.0,191275,congestion_avoidance,0.9851607584501236,0.5975,2000,1213,25431,0,2000,5930,2000,0.08477,1575.1725,22889
4,lacam_official,True,40,20,2,congestion_avoidance,0,1218,,0,0,0,priority,1218,14,0,,allocator_comparison_fov4_safe2,4,0,136,lacam_official,True,40,random_walk,462,0,68.0,0.5,astar,14658,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",533.0,0,14838.056233944371,5,0.14096499526963102,819.1209061424015,158.26518883415434,4381.706854805302,156.97619047619048,145.0,ours,lifelong,201,0,150,60,1422.318504191935,12060.59985596221,20,14794,6d55dc2c2e096960c4e7cde4db005b4cd853534c6ca99bf47c65ad3f0570b2da,2622,2,2989.5,5979,3,50,0,10.0,0,ok,2000,298.0,191197,congestion_avoidance,0.9894394800974817,0.609,2000,1231,20982,0,2000,5979,2000,0.06994,1661.8877,18360
4,lacam_official,True,40,20,2,congestion_avoidance,0,1241,,0,0,0,priority,1241,14,0,,allocator_comparison_fov4_safe2,4,0,119,lacam_official,True,40,random_walk,470,0,59.5,0.5,astar,15145,True,1997,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",669.0,0,11853.683174937032,5,0.05382027871215762,854.2146217555855,157.59226430298148,5432.232581797064,156.47864625302176,150.0,ours,lifelong,215,0,150,60,1295.0318717223126,11682.185616740026,20,15264,c5109d004424f69fdb967523231e2b56c2f8c98a41c762cd3e90fcdfdd8e9800,2743,2,2801.0,5602,4,56,0,10.0,0,ok,2000,112.0,194190,congestion_avoidance,0.9787066246056783,0.6205,2000,1268,24079,0,2000,5602,2000,0.08026333333333334,1732.1976,21336
4,lacam_official,True,40,20,2,congestion_avoidance,0,749,,0,0,0,priority,749,4,0,,allocator_comparison_fov4_safe2,4,14,166,lacam_official,True,40,random_walk,119,0,83.0,0.5,astar,5309,True,1970,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",438.0,14,15129.473119974136,5,0.013944223107569721,145.4696333950851,73.52870493991989,1121.7462719742107,73.39919893190921,67.0,ours,lifelong,100,0,50,20,181.7389301606454,13753.556303010555,20,5475,050ca40e3f7d3ab41a017b4e9c1a1958fc6717a20b7884087a2a6ef63186b37c,619,2,1072.5,2145,0,10,0,10.0,3,ok,2000,28.0,54976,congestion_avoidance,1.0,0.3745,2000,749,5455,0,2000,2145,2000,0.05455,291.6948,4836
4,lacam_official,True,40,20,2,congestion_avoidance,0,1195,,0,0,0,priority,1195,27,0,,allocator_comparison_fov4_safe2,4,0,115,lacam_official,True,40,random_walk,466,0,57.5,0.5,astar,13107,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",571.0,0,12046.46241699811,5,0.10531400966183575,813.7422302822815,151.35648535564854,4540.242391570633,150.53389121338913,136.0,ours,lifelong,198,0,150,60,1458.2965070731007,11688.288014789578,20,13222,de90c4cd49ecfea8ba2d3614f292f14b89722e9f7dbf475da17134cbac4cedd3,1963,2,2919.0,5838,6,45,0,10.0,0,ok,2000,218.0,179888,congestion_avoidance,0.9779050736497545,0.5975,2000,1222,27336,0,2000,5838,2000,0.09112,1651.2449,25373
4,lacam_official,True,40,20,2,congestion_avoidance,0,729,,0,0,0,priority,729,7,0,,allocator_comparison_fov4_safe2,4,96,152,lacam_official,True,40,random_walk,127,0,76.0,0.5,astar,5258,True,1960,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",581.0,54,15133.468798943795,5,0.010375494071146246,195.78376705182018,68.65843621399176,1800.359178994672,68.09465020576131,62.0,ours,lifelong,96,0,50,20,201.86181727331132,14536.478290491505,20,5410,cede2a1efa905b976598ed62686e867b04a2143802e05949f3f0c7b3c3b92ec4,935,2,1334.0,2668,1,17,0,10.0,2,ok,2000,21.0,49641,congestion_avoidance,0.9972640218878249,0.3645,2000,731,4773,0,2000,2668,2000,0.04773,392.3334,3838
4,lacam_official,True,40,20,2,congestion_avoidance,0,1123,,0,0,0,priority,1123,24,0,,allocator_comparison_fov4_safe2,4,0,113,lacam_official,True,40,random_walk,437,0,56.5,0.5,astar,13387,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",584.0,0,12022.950693964958,5,0.07599225556631171,814.0519708412467,159.48886910062333,4825.672994667573,158.2965271593945,145.0,ours,lifelong,162,0,150,60,1465.2018577908166,11794.307719776407,20,13500,df3d38369343d67cc8c351e76097ff0fa46ba9670e005c55447853ec70d62c6b,1927,2,2964.0,5928,8,47,0,10.0,0,ok,2000,157.0,177767,congestion_avoidance,0.9773716275021758,0.5615,2000,1149,26036,0,2000,5928,2000,0.08678666666666666,1651.8744,24109
4,lacam_official,True,40,20,2,congestion_avoidance,0,1172,,0,0,0,priority,1172,22,0,,allocator_comparison_fov4_safe2,4,0,113,lacam_official,True,40,random_walk,329,0,56.5,0.5,astar,16990,True,1970,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",671.0,0,11809.396062977612,5,0.13129496402877697,806.977606347471,178.30204778156997,5839.354916562252,173.62883959044368,166.5,ours,lifelong,169,0,150,60,1239.6817017463036,11653.21318663191,20,17103,71b2bcb93564ecfe941ba4e60909c2a9c8e5b062ecd9d9f19efdbbaa69be20de,2600,2,2073.0,4146,9,58,0,10.0,0,ok,2000,292.0,203493,congestion_avoidance,0.979933110367893,0.586,2000,1196,31616,0,2000,4146,2000,0.10538666666666667,1637.6574,29016
4,lacam_official,True,40,20,2,congestion_avoidance,0,756,,0,0,0,priority,756,3,0,,allocator_comparison_fov4_safe2,4,111,157,lacam_official,True,40,random_walk,153,0,78.5,0.5,astar,5233,True,1888,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",307.0,111,15130.596035975032,5,0.020246913580246915,128.19373022037325,68.41402116402116,916.1383130967284,68.07275132275132,63.0,ours,lifelong,94,0,50,20,195.26260379352607,13814.392203348687,20,5390,4b819808384c5136f6d78b2ec4a2dd0bbaac199bcf22b686adfe4218bea0735d,654,2,1482.0,2964,2,9,0,10.0,1,ok,2000,41.0,51463,congestion_avoidance,0.9986789960369881,0.378,2000,757,4980,0,2000,2964,2000,0.0498,257.1614,4326
4,lacam_official,True,40,20,2,congestion_avoidance,0,1218,,0,0,0,priority,1218,15,0,,allocator_comparison_fov4_safe2,4,0,112,lacam_official,True,40,random_walk,420,0,56.0,0.5,astar,16087,True,1991,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",558.0,0,12520.711463992484,5,0.04671115347950429,920.192962398869,160.95566502463055,6875.2943142462755,159.58374384236453,153.0,ours,lifelong,197,0,150,60,1384.1190812818238,11776.48130923626,20,16199,7a50bad0241ef5098a2eacac3cab38062cc6cc4a6941de2f7a71236acf1d4692,2788,2,2526.5,5053,7,67,0,10.0,0,ok,2000,98.0,194373,congestion_avoidance,0.9870340356564019,0.609,2000,1234,28923,0,2000,5053,2000,0.09641,1864.134,26135
4,lacam_official,True,40,20,2,congestion_avoidance,0,734,,0,0,0,priority,734,5,0,,allocator_comparison_fov4_safe2,4,98,150,lacam_official,True,40,random_walk,162,0,75.0,0.5,astar,4955,True,1890,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",578.0,18,15069.879142916761,5,0.017857142857142856,159.01957189769018,67.40463215258856,1332.1023713145405,67.18392370572207,63.0,ours,lifelong,101,0,50,20,197.92149515124038,13961.852373601863,20,5105,39e89cddd597f45b07c80504c482a72db73b303c50656c1f8ef4878e35e591c0,924,2,1382.0,2764,3,13,0,10.0,1,ok,2000,36.0,49313,congestion_avoidance,0.994579945799458,0.367,2000,738,4996,0,2000,2764,2000,0.04996,318.8168,4072
4,lacam_official,True,40,20,2,congestion_avoidance,0,763,,0,0,0,priority,763,4,0,,allocator_comparison_fov4_safe2,4,33,164,lacam_official,True,40,random_walk,136,0,82.0,0.5,astar,5252,True,1970,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",382.0,29,14790.797995985486,5,0.007936507936507936,116.5711925168871,70.80340760157274,776.3787501302786,70.69986893840105,66.0,ours,lifelong,98,0,50,20,183.19630200858228,10932.687468267904,20,5416,5c27f63a10f19ef45dcb11999122482078317c5bd9e806806ba8722d79cc6a37,533,2,1346.0,2692,7,9,0,10.0,0,ok,2000,16.0,53944,congestion_avoidance,0.9986910994764397,0.3815,2000,764,4596,0,2000,2692,2000,0.04596,233.8914,4063
4,lacam_official,True,40,20,2,congestion_avoidance,0,758,,0,0,0,priority,758,6,0,,allocator_comparison_fov4_safe2,4,14,163,lacam_official,True,40,random_walk,141,0,81.5,0.5,astar,5467,True,1938,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",353.0,14,14525.20348096732,5,0.002977667493796526,164.7162686221418,70.94195250659631,1369.9962816335421,70.81266490765171,66.0,ours,lifelong,113,0,50,20,180.60327462153506,13754.339131049346,20,5630,d5f8bc3ae52cf42cb818fd43430cda007145027cdae1cc67bdd47ee9668955e0,744,2,1137.5,2275,5,16,0,10.0,0,ok,2000,6.0,53676,congestion_avoidance,0.994750656167979,0.379,2000,762,6319,0,2000,2275,2000,0.06319,330.2003,5575
4,lacam_official,True,40,20,2,congestion_avoidance,0,788,,0,0,0,priority,788,4,0,,allocator_comparison_fov4_safe2,4,21,170,lacam_official,True,40,random_walk,106,0,85.0,0.5,astar,6000,True,1938,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",252.0,21,15134.368901024573,5,0.010918114143920596,176.6671750122332,70.44416243654823,1421.4667644413353,70.16878172588832,66.0,ours,lifelong,107,0,50,20,177.6182341738604,13938.559266831726,20,6170,28c67327eb73011e69d7162c4ba5a87d3862347a6bc0a294e71a2df1928b492a,837,2,1222.0,2444,4,15,0,10.0,2,ok,2000,22.0,55293,congestion_avoidance,0.9962073324905183,0.394,2000,791,4607,0,2000,2444,2000,0.04607,354.1361,3770
4,lacam_official,True,40,20,2,congestion_avoidance,0,735,,0,0,0,priority,735,8,0,,allocator_comparison_fov4_safe2,4,84,156,lacam_official,True,40,random_walk,139,0,78.0,0.5,astar,5562,True,1962,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",277.0,65,14875.776621047407,5,0.016320474777448073,143.7437247838825,71.7156462585034,1159.239768248368,71.38503401360545,66.0,ours,lifelong,98,0,50,20,181.87651527114213,12952.482914261054,20,5718,692ef12311c3049669d365aac57d00caf322f340eed3e42ccc7857043cfdb116,674,2,1225.5,2451,8,13,0,10.0,0,ok,2000,33.0,52468,congestion_avoidance,0.9959349593495935,0.3675,2000,738,6499,0,2000,2451,2000,0.06499,288.2514,5825
4,lacam_official,True,40,20,2,congestion_avoidance,0,741,,0,0,0,priority,741,8,0,,allocator_comparison_fov4_safe2,4,71,145,lacam_official,True,40,random_walk,148,0,72.5,0.5,astar,5324,True,1973,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",262.0,26,15102.401756099425,5,0.027254707631318136,199.1493620214751,67.57354925775978,1967.326359688465,67.20377867746289,63.0,ours,lifelong,93,0,50,20,193.44786424189806,14620.169959822668,20,5469,cf11a0299c3df676708a4d62e66fece4ac96e6ca95326758bba276d120b032cc,701,2,1300.5,2601,6,18,0,10.0,2,ok,2000,55.0,49798,congestion_avoidance,0.9986522911051213,0.3705,2000,742,5444,0,2000,2601,2000,0.05444,399.0457,4743
4,lacam_official,True,40,20,2,greedy,0,387,,0,0,0,priority,387,4,0,,allocator_comparison_fov4_safe2,4,19,169,lacam_official,True,40,random_walk,111,0,84.5,,astar,4012,True,1968,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",617.0,15,15079.831904033199,,0.06359223300970873,77.66160190792289,182.5762273901809,364.81736704552844,178.12144702842377,167.0,ours,lifelong,16,0,50,60,113.19368997355922,46.167418779805296,20,4181,b5fb1e0ecd4f2a201953f691ef69159a1e1abf79b9e0c08a904825033c53c6dc,445,2,600.0,1200,0,3,0,10.0,1,ok,2000,131.0,68933,greedy,0.979746835443038,0.1935,2000,395,4023,0,2000,1200,2000,0.04023,163.1179,3578
4,lacam_official,True,40,20,2,greedy,0,390,,0,0,0,priority,390,8,0,,allocator_comparison_fov4_safe2,4,0,122,lacam_official,True,40,random_walk,147,0,61.0,,astar,3375,True,1986,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",528.0,0,14672.05658997409,,0.0858560794044665,96.68472807254875,152.63333333333333,899.256944234605,151.72820512820513,139.5,ours,lifelong,29,0,50,60,103.10893455753101,12752.662401832638,20,3497,22ed6c6eca7d93b241bc74ef0179a99a34939254b2dc8bb0105bfd142c52e42a,347,2,874.0,1748,1,8,0,10.0,0,ok,2000,173.0,59174,greedy,0.9898477157360406,0.195,2000,394,4430,0,2000,1748,2000,0.0443,201.2408,4083
4,lacam_official,True,40,20,2,greedy,0,422,,0,0,0,priority,422,3,0,,allocator_comparison_fov4_safe2,4,0,174,lacam_official,True,40,random_walk,102,0,87.0,,astar,4454,True,1989,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",536.0,0,13212.326350971125,,0.10568720379146919,79.80316526361275,192.81042654028437,334.0056965772555,185.01421800947867,179.5,ours,lifelong,27,0,50,60,120.03087499761023,46.42630653106607,20,4628,31818663227f349f7e52d7f3a1a28e48f4c1f1172e9a65b2349f57bc81248655,546,2,642.0,1284,5,4,0,10.0,0,ok,2000,223.0,78076,greedy,0.9791183294663574,0.211,2000,431,3821,0,2000,1284,2000,0.03821,167.4746,3275
4,lacam_official,True,40,20,2,greedy,0,396,,0,0,0,priority,396,3,0,,allocator_comparison_fov4_safe2,4,0,145,lacam_official,True,40,random_walk,193,0,72.5,,astar,3328,True,1972,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",590.0,0,14560.4950459674,,0.052135054617676264,53.81150506762788,153.07323232323233,131.6701947711408,152.19444444444446,145.5,ours,lifelong,29,0,50,60,114.79998150607571,42.269754386506975,20,3473,d6081c3725261cde9450ba768e82c4a65f2f0d4574296b00a56e63fa7eecfa8a,373,2,1107.0,2214,6,1,0,10.0,0,ok,2000,105.0,60269,greedy,0.9826302729528535,0.198,2000,403,3667,0,2000,2214,2000,0.03667,115.4109,3294
4,lacam_official,True,40,20,2,greedy,0,393,,0,0,0,priority,393,12,0,,allocator_comparison_fov4_safe2,4,4,138,lacam_official,True,40,random_walk,160,0,69.0,,astar,3633,True,1995,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",557.0,4,13452.799219987355,,0.03394907638542187,107.12506870622747,159.76844783715012,880.7934239326194,159.68956743002545,147.0,ours,lifelong,34,0,50,60,108.27616255846806,12933.642588189105,20,3771,068337ad304bd00031bf67be29bea71c2b28a34deaf1a8437ff10803c877dbae,440,2,1028.5,2057,3,9,0,10.0,0,ok,2000,68.0,62758,greedy,0.9825,0.1965,2000,400,5585,0,2000,2057,2000,0.05585,222.0728,5145
4,lacam_official,True,40,20,2,congestion_avoidance,0,742,,0,0,0,priority,742,9,0,,allocator_comparison_fov4_safe2,4,45,145,lacam_official,True,40,random_walk,160,0,72.5,0.5,astar,5689,True,1943,data/maps/random-64-64-10.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",360.0,18,15146.498925052583,5,0.0248015873015873,224.4118312568753,68.94339622641509,2305.8453273325194,68.58625336927224,62.0,ours,lifelong,97,0,50,20,191.63578185252845,14844.737386214545,20,5834,469c1b34bbd8df7ba0f9fb67ab25c993d4ef1dfe9bafe9d61a4a926fe41033df,851,2,1360.0,2720,9,17,0,10.0,6,ok,2000,50.0,50891,congestion_avoidance,0.9959731543624161,0.371,2000,745,6095,0,2000,2720,2000,0.06095,449.5733,5244
4,lacam_official,True,40,20,2,congestion_avoidance,0,1598,,0,0,0,priority,1598,11,0,,allocator_comparison_fov4_safe2,4,0,125,lacam_official,True,40,random_walk,562,0,62.5,0.5,astar,18783,True,1996,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",705.0,0,12132.062252960168,5,0.07507082152974505,1084.9796084717964,161.22715894868585,4419.218166204169,160.03566958698374,148.0,ours,lifelong,317,0,200,60,1721.4683602796867,11363.602089183405,20,18908,6cd003e5ecbc695c9d21ef73e4ea2e3c453d0d099400761c75b71167056c66f7,3488,2,3388.5,6777,1,49,0,10.0,0,ok,2000,159.0,255737,congestion_avoidance,0.9833846153846154,0.799,2000,1625,38801,0,2000,6777,2000,0.0970025,2201.7431,35313
4,lacam_official,True,40,20,2,greedy,0,412,,0,0,0,priority,412,0,0,,allocator_comparison_fov4_safe2,4,0,217,lacam_official,True,40,random_walk,39,0,108.5,,astar,6629,True,1990,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",692.0,0,13004.249003017321,,0.09357952161141418,197.89448721829103,291.7669902912621,1223.2807830500756,227.46844660194174,285.5,ours,lifelong,1,0,50,60,140.54975207545792,12875.25670316536,20,6846,c73927a6edc17e268734c1e37c34773028c5d8e45b5afa7870a74b984263ddf3,698,2,253.5,507,2,20,0,10.0,0,ok,2000,223.0,93717,greedy,0.9515011547344111,0.206,2000,433,3237,0,2000,507,2000,0.03237,403.6967,2539
4,lacam_official,True,40,20,2,greedy,0,398,,0,0,0,priority,398,8,0,,allocator_comparison_fov4_safe2,4,0,146,lacam_official,True,40,random_walk,129,0,73.0,,astar,4071,True,1983,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",567.0,0,14114.240520983003,,0.0806930693069307,167.45300220989157,169.66331658291458,1601.0039303051499,168.9070351758794,161.5,ours,lifelong,24,0,50,60,119.28350633825174,13550.767118198564,20,4217,c3aec1354c33ea0778c78b599cf52819b1f75030f76188de7325034ce0fe6b82,568,2,717.5,1435,4,17,0,10.0,0,ok,2000,163.0,67225,greedy,0.9875930521091811,0.199,2000,403,4565,0,2000,1435,2000,0.04565,342.7493,3997
4,lacam_official,True,40,20,2,greedy,0,407,,0,0,0,priority,407,9,0,,allocator_comparison_fov4_safe2,4,0,135,lacam_official,True,40,random_walk,148,0,67.5,,astar,3038,True,1959,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",388.0,0,14634.488597977906,,0.05782652043868395,93.0992236220045,151.8108108108108,670.3049708778659,151.51842751842753,145.0,ours,lifelong,23,0,50,60,128.4553872072138,59.71960111055523,20,3173,7318a6aa39675218c61325e5b1ffa7e76529568cc9d1b887f6206ec3257cbc73,563,2,896.5,1793,9,6,0,10.0,0,ok,2000,116.0,61668,greedy,0.9830917874396136,0.2035,2000,414,3852,0,2000,1793,2000,0.03852,194.0614,3289
4,lacam_official,True,40,20,2,congestion_avoidance,0,1566,,0,0,0,priority,1566,17,0,,allocator_comparison_fov4_safe2,4,0,108,lacam_official,True,40,random_walk,478,0,54.0,0.5,astar,23171,True,1990,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",637.0,0,11392.983335070312,5,0.07952691680261012,1071.4106093496084,183.36398467432952,7126.499560591549,179.83077905491697,169.0,ours,lifelong,228,0,200,60,1732.0076650648843,11344.182007265044,20,23279,cb6c5683bdfa35c3d1b4441303994c2acc545088519f3a97e37a89e959da89a6,3176,2,3089.0,6178,5,70,0,10.0,0,ok,2000,195.0,281615,congestion_avoidance,0.9696594427244583,0.783,2000,1615,51119,0,2000,6178,2000,0.1277975,2174.6165,47943
4,lacam_official,True,40,20,2,greedy,0,408,,0,0,0,priority,408,6,0,,allocator_comparison_fov4_safe2,4,0,142,lacam_official,True,40,random_walk,175,0,71.0,,astar,4009,True,1972,data/maps/warehouse-10-20-10-2-2.map,"{""random-64-64-10"": ""random_walk"", ""warehouse-10-20-10-2-1"": ""aisle"", ""warehouse-10-20-10-2-2"": ""aisle""}",509.0,0,14825.633030966856,,0.04257425742574258,123.90311909321463,155.42156862745097,1083.0840829523727,154.9828431372549,146.5,ours,lifelong,21,0,50,60,112.25403280695897,13246.610928577133,20,4151,6fb1b67bf5b885a114d88f0c0347b3cec37cf8f486260e3fa4c5a4faf12045c1,553,2,930.0,1860,7,11,0,10.0,0,ok,2000,86.0,63233,greedy,0.9878934624697336,0.204,2000,413,3332,0,2000,1860,2000,0.03332,255.6474,2779
